match_day,team1,team2,score1,score2
24,33,16,1,1
24,29,15,1,0
24,9,22,1,0
24,6,12,0,0
24,25,3,2,0
24,1,18,3,0
24,32,30,1,0
24,2,4,1,1

25,12,2,2,1
25,18,32,1,1
25,15,25,3,0
25,21,9,1,1
25,22,6,0,2
25,3,33,1,1
25,27,17,1,1
25,4,11,0,0
25,30,29,1,0
25,16,1,1,3

26,1,4,2,0
26,9,15,0,0
26,17,16,1,2
26,33,27,0,3
26,11,22,1,0
26,32,12,1,0
26,25,30,2,0
26,29,3,1,1
26,6,21,0,1
26,2,18,4,1

27,27,9,4,4
27,16,11,0,2
27,4,6,4,1
27,22,2,1,2
27,18,17,1,5
27,12,29,0,1
27,15,32,3,2
27,21,25,1,0
27,30,33,2,0
27,3,1,2,2

28,11,21,3,1
28,6,15,1,3
28,16,30,0,0
28,1,2,1,1
28,18,4,0,1
28,3,27,4,1
28,29,9,0,4
28,33,25,0,0
28,12,17,0,3
28,32,22,0,1

29,17,6,2,0
29,9,33,6,1
29,2,32,1,1
29,21,3,4,2
29,30,1,0,0
29,25,11,0,1
29,27,29,4,0
29,22,16,2,0
29,4,12,1,1
29,15,18,3,0

30,3,18,1,1
30,16,27,2,1
30,30,6,1,0
30,12,11,1,0
30,1,32,1,1
30,15,22,2,1
30,21,2,2,0
30,25,9,0,1
30,29,4,2,1
30,33,17,0,1

31,9,1,2,1
31,17,15,3,0
31,11,29,1,1
31,4,30,3,1
31,6,16,0,0
31,32,33,1,0
31,18,12,2,0
31,22,3,2,1
31,2,25,0,1
31,27,21,2,0

32,15,11,1,0
32,27,18,1,4
32,9,32,1,0
32,17,2,4,0
32,3,16,3,1
32,25,29,2,1
32,6,1,2,3
32,33,12,2,2
32,21,30,2,0
32,22,4,0,0

33,29,21,0,1
33,11,33,1,0
33,32,17,2,2
33,18,22,3,0
33,30,3,2,0
33,2,6,4,0
33,4,27,1,1
33,12,25,1,3
33,16,9,0,2
33,1,15,1,1

34,9,30,1,1
34,17,1,2,1
34,15,4,3,1
34,21,18,0,0
34,22,12,0,2
34,3,11,1,1
34,25,16,1,2
34,6,29,1,0
34,27,32,1,1
34,33,2,0,6

35,16,21,3,1
35,18,25,2,0
35,2,3,5,1
35,4,17,1,1
35,12,15,0,2
35,32,6,0,1
35,29,33,2,1
35,30,27,1,1
35,1,22,2,0
35,11,9,0,1

36,33,1,2,6
36,11,2,2,2
36,21,4,0,1
36,3,15,2,2
36,29,18,2,2
36,30,22,0,0
36,16,12,2,3
36,25,32,3,2
36,27,6,1,1
36,9,17,2,1

37,18,9,0,2
37,15,16,1,0
37,1,11,1,0
37,6,25,2,0
37,32,21,2,0
37,2,30,0,2
37,22,27,0,1
37,4,33,3,1
37,12,3,2,0
37,17,29,4,1

38,32,16,8,1
38,21,12,0,1
38,25,1,0,1
38,27,15,0,2
38,3,4,4,1
38,29,2,2,2
38,9,6,1,1
38,30,17,0,2
38,33,22,0,4
38,11,18,3,1

