match_day,team1,team2,score1,score2
11,17,4,2,0
11,6,9,0,4
11,7,13,2,0
11,11,2,1,1
11,12,15,3,1
11,21,30,4,0
11,24,31,2,2
11,25,29,2,2
11,1,27,3,0

12,15,3,2,2
12,9,17,1,0
12,29,11,1,2
12,30,12,1,1
12,13,24,2,1
12,31,1,1,4
12,2,6,5,1
12,4,21,3,1
12,16,7,3,3
12,27,25,2,0

13,24,21,1,0
13,27,30,9,1
13,6,4,0,2
13,17,11,3,0
13,3,12,1,0
13,7,2,1,1
13,9,31,4,0
13,13,29,3,3
13,25,1,1,0
13,15,16,2,2

14,1,9,0,3
14,11,15,0,2
14,31,3,0,1
14,2,27,1,1
14,4,24,0,0
14,12,6,1,1
14,16,13,1,1
14,21,17,1,4
14,29,7,5,3
14,30,25,1,0

15,11,27,2,2
15,12,25,1,0
15,16,9,2,1
15,1,24,2,0
15,2,13,3,0
15,4,15,0,0
15,29,17,0,4
15,30,3,2,3
15,31,6,2,1
15,21,7,2,0

16,15,1,1,2
16,17,2,0,1
16,3,29,1,0
16,6,16,3,3
16,7,12,1,1
16,9,11,3,3
16,13,4,0,0
16,25,21,1,1
16,27,31,0,1
16,24,30,2,2

17,24,12,3,2
17,15,30,2,1
17,27,16,3,0
17,7,1,1,1
17,9,21,2,1
17,3,4,2,1
17,6,29,3,1
17,17,31,3,0
17,25,2,0,2
17,13,11,3,2

18,30,6,0,0
18,29,9,1,1
18,11,3,1,1
18,31,7,2,0
18,1,13,3,0
18,2,24,1,0
18,4,27,0,2
18,12,17,3,0
18,16,25,4,3
18,21,15,2,0

19,13,17,1,3
19,1,2,3,0
19,15,31,2,0
19,16,24,2,0
19,25,11,1,1
19,30,4,1,1
19,7,6,1,1
19,12,27,0,0
19,29,21,2,0
19,3,9,0,0

20,17,30,5,0
20,21,1,1,4
20,6,13,2,2
20,2,15,0,1
20,31,16,0,3
20,4,25,2,2
20,9,12,2,1
20,11,7,2,0
20,24,3,0,1
20,27,29,2,0

21,29,31,1,3
21,30,2,1,2
21,7,24,1,1
21,25,6,4,0
21,12,21,1,0
21,13,9,1,1
21,15,27,2,0
21,16,4,4,1
21,3,17,1,1
21,1,11,2,2

22,21,3,1,2
22,6,1,0,2
22,4,12,2,0
22,2,29,0,0
22,11,16,2,0
22,9,25,7,2
22,17,7,3,0
22,27,13,0,0
22,31,30,0,2
22,24,15,1,1

23,24,16,1,1
23,4,30,2,1
23,11,25,2,0
23,2,1,0,0
23,9,3,3,0
23,6,7,1,0
23,27,12,2,0
23,21,29,1,1
23,31,15,0,0
23,17,13,4,0

24,25,24,0,0
24,1,17,1,3
24,16,21,2,0
24,7,9,1,2
24,3,27,1,1
24,12,2,0,2
24,13,31,2,2
24,15,6,2,0
24,29,4,0,0
24,30,11,0,1

25,9,1,2,0
25,3,31,2,1
25,27,2,0,0
25,6,12,0,0
25,7,29,2,1
25,13,16,2,1
25,17,21,5,0
25,24,4,3,0
25,25,30,1,1
25,15,11,1,0

26,4,13,1,0
26,11,9,2,1
26,1,15,1,0
26,2,17,1,1
26,29,3,2,0
26,31,27,1,0
26,12,7,3,0
26,16,6,2,0
26,21,25,1,1
26,30,24,1,1

27,30,27,0,3
27,12,3,2,1
27,16,15,0,0
27,2,7,5,2
27,4,6,3,0
27,21,24,1,2
27,1,25,2,0
27,29,13,3,0
27,31,9,0,2
27,11,17,3,1

28,13,2,0,2
28,15,4,2,1
28,25,12,0,0
28,27,11,2,1
28,24,1,1,3
28,3,30,1,0
28,6,31,1,0
28,7,21,1,2
28,9,16,2,4
28,17,29,3,0

29,12,24,0,1
29,16,27,0,1
29,4,3,2,1
29,2,25,1,1
29,21,9,0,5
29,30,15,1,0
29,11,13,5,1
29,31,17,0,1
29,1,7,3,1
29,29,6,1,2

30,15,21,4,1
30,25,16,1,1
30,17,12,3,0
30,13,1,1,2
30,3,11,2,2
30,6,30,4,0
30,7,31,1,2
30,9,29,4,1
30,24,2,0,0
30,27,4,3,1

31,4,9,1,1
31,12,16,1,2
31,17,15,2,1
31,1,29,2,0
31,11,6,2,0
31,21,13,3,2
31,24,27,1,2
31,25,3,3,1
31,30,7,1,0
31,2,31,2,2

32,16,30,3,0
32,15,25,3,0
32,7,4,0,1
32,6,17,0,4
32,3,1,1,1
32,9,2,7,1
32,13,12,2,0
32,27,21,2,0
32,29,24,0,1
32,31,11,0,0

33,11,29,2,2
33,3,15,1,1
33,12,30,2,1
33,7,16,1,6
33,1,31,1,0
33,6,2,0,1
33,21,4,0,0
33,24,13,2,0
33,25,27,3,1
33,17,9,1,2

34,27,1,2,1
34,2,11,2,2
34,30,21,0,0
34,9,6,1,0
34,16,3,5,1
34,15,12,0,0
34,4,17,0,0
34,31,24,0,0
34,13,7,1,4
34,29,25,1,0

35,15,29,3,0
35,21,2,1,2
35,30,1,3,2
35,27,9,2,1
35,3,13,0,0
35,4,11,2,3
35,12,31,0,0
35,24,6,1,2
35,25,7,2,1
35,16,17,0,1

36,9,24,7,0
36,7,15,0,4
36,11,12,2,1
36,2,3,1,0
36,1,16,0,0
36,6,21,2,2
36,13,25,0,1
36,29,30,3,2
36,31,4,1,1
36,17,27,3,1

37,4,1,2,1
37,30,13,2,2
37,25,17,0,1
37,12,29,3,2
37,15,9,0,2
37,16,2,3,1
37,21,31,3,1
37,24,11,0,0
37,27,6,1,0
37,3,7,2,1

38,1,12,4,0
38,2,4,0,1
38,6,3,2,1
38,7,27,4,2
38,9,30,8,0
38,11,21,1,0
38,13,15,0,0
38,17,24,4,0
38,29,16,1,1
38,31,25,2,1

