standing,team,games,wins,draws,losses,scored,missed,points,home_wins,home_draws,home_losses,home_scored,home_missed,home_points,away_wins,away_draws,away_losses,away_scored,away_missed,away_points
10,28,17,6,3,8,19,26,21,2,1,5,7,11,7,4,2,3,12,15,14
11,11,17,6,2,9,17,21,20,3,2,4,9,10,11,3,0,5,8,11,9
12,2,17,4,7,6,19,23,19,3,2,4,11,11,11,1,5,2,8,12,8
13,12,17,4,6,7,18,23,18,3,3,3,14,14,12,1,3,4,4,9,6
14,26,17,4,6,7,16,21,18,4,3,1,10,2,15,0,3,6,6,19,3
15,25,17,4,5,8,21,21,17,2,3,3,12,10,9,2,2,5,9,11,8
16,20,17,4,4,9,17,31,16,1,4,4,8,15,7,3,0,5,9,16,9
17,31,17,4,3,10,19,32,15,3,2,4,13,15,11,1,1,6,6,17,4
18,30,17,3,5,9,15,30,14,1,4,4,9,16,7,2,1,5,6,14,7
19,6,17,4,0,13,22,39,12,1,0,7,10,21,3,3,0,6,12,18,9
20,4,17,2,4,11,24,38,10,2,0,7,12,19,6,0,4,4,12,19,4

1,16,18,14,3,1,53,15,45,9,0,0,28,4,27,5,3,1,25,11,18
2,17,18,14,3,1,47,14,45,7,1,1,28,11,22,7,2,0,19,3,23
3,27,18,13,2,3,36,19,41,7,1,1,19,8,22,6,1,2,17,11,19
4,9,18,10,4,4,36,21,34,6,1,2,22,13,19,4,3,2,14,8,15
5,1,18,10,3,5,34,26,33,6,2,1,15,6,20,4,1,4,19,20,13
6,15,18,8,7,3,21,14,31,3,6,0,11,7,15,5,1,3,10,7,16
7,18,18,8,6,4,25,22,30,4,3,2,12,11,15,4,3,2,13,11,15
8,24,18,7,4,7,18,28,25,4,3,2,12,9,15,3,1,5,6,19,10
9,28,18,6,4,8,19,26,22,2,2,5,7,11,8,4,2,3,12,15,14
10,11,18,6,3,9,18,22,21,3,2,4,9,10,11,3,1,5,9,12,10
11,19,18,5,6,7,27,33,21,4,2,3,16,14,14,1,4,4,11,19,7
12,2,18,4,8,6,19,23,20,3,2,4,11,11,11,1,6,2,8,12,9
13,12,18,4,7,7,19,24,19,3,3,3,14,14,12,1,4,4,5,10,7
14,26,18,4,7,7,17,22,19,4,4,1,11,3,16,0,3,6,6,19,3
15,25,18,4,6,8,22,22,18,2,4,3,13,11,10,2,2,5,9,11,8
16,20,18,4,5,9,18,32,17,1,4,4,8,15,7,3,1,5,10,17,10
17,31,18,4,4,10,20,33,16,3,2,4,13,15,11,1,2,6,7,18,5
18,30,18,3,5,10,15,35,14,1,4,4,9,16,7,2,1,6,6,19,7
19,6,18,4,0,14,22,41,12,1,0,8,10,23,3,3,0,6,12,18,9
20,4,18,2,5,11,25,39,11,2,0,7,12,19,6,0,5,4,13,20,5

1,16,19,14,3,2,53,16,45,9,0,0,28,4,27,5,3,2,25,12,18
2,17,19,14,3,2,49,17,45,7,1,2,30,14,22,7,2,0,19,3,23
3,27,19,13,3,3,37,20,42,7,1,1,19,8,22,6,2,2,18,12,20
4,1,19,11,3,5,35,26,36,7,2,1,16,6,23,4,1,4,19,20,13
5,9,19,10,4,5,37,24,34,6,1,3,23,16,19,4,3,2,14,8,15
6,15,19,9,7,3,24,15,34,4,6,0,14,8,18,5,1,3,10,7,16
7,18,19,8,6,5,26,25,30,4,3,2,12,11,15,4,3,3,14,14,15
8,24,19,7,5,7,20,30,26,4,4,2,14,11,16,3,1,5,6,19,10
9,11,19,7,3,9,19,22,24,3,2,4,9,10,11,4,1,5,10,12,13
10,2,19,5,8,6,22,24,23,3,2,4,11,11,11,2,6,2,11,13,12
11,19,19,5,7,7,28,34,22,4,3,3,17,15,15,1,4,4,11,19,7
12,28,19,6,4,9,19,27,22,2,2,6,7,12,8,4,2,3,12,15,14
13,25,19,5,6,8,23,22,21,3,4,3,14,11,13,2,2,5,9,11,8
14,12,19,4,8,7,20,25,20,3,3,3,14,14,12,1,5,4,6,11,8
15,26,19,4,8,7,18,23,20,4,5,1,12,4,17,0,3,6,6,19,3
16,31,19,4,5,10,21,34,17,3,2,4,13,15,11,1,3,6,8,19,6
17,20,19,4,5,10,18,33,17,1,4,4,8,15,7,3,1,6,10,18,10
18,30,19,3,6,10,17,37,15,1,4,4,9,16,7,2,2,6,8,21,8
19,4,19,3,5,11,28,41,14,2,0,7,12,19,6,1,5,4,16,22,8
20,6,19,4,1,14,23,42,13,1,1,8,11,24,4,3,0,6,12,18,9

1,16,20,15,3,2,56,16,48,10,0,0,31,4,30,5,3,2,25,12,18
2,17,20,14,3,3,49,20,45,7,1,2,30,14,22,7,2,1,19,6,23
3,27,20,14,3,3,38,20,45,8,1,1,20,8,25,6,2,2,18,12,20
4,9,20,11,4,5,39,25,37,6,1,3,23,16,19,5,3,2,16,9,18
5,1,20,11,3,6,36,28,36,7,2,1,16,6,23,4,1,5,20,22,13
6,15,20,9,7,4,24,18,34,4,6,0,14,8,18,5,1,4,10,10,16
7,18,20,9,6,5,29,25,33,5,3,2,15,11,18,4,3,3,14,14,15
8,24,20,8,5,7,22,31,29,4,4,2,14,11,16,4,1,5,8,20,13
9,19,20,6,7,7,30,35,25,4,3,3,17,15,15,2,4,4,13,20,10
10,25,20,6,6,8,27,23,24,3,4,3,14,11,13,3,2,5,13,12,11
11,11,20,7,3,10,20,24,24,3,2,5,10,12,11,4,1,5,10,12,13
12,26,20,5,8,7,20,23,23,4,5,1,12,4,17,1,3,6,8,19,6
13,12,20,5,8,7,22,26,23,4,3,3,16,15,15,1,5,4,6,11,8
14,2,20,5,8,7,22,26,23,3,2,5,11,13,11,2,6,2,11,13,12
15,28,20,6,4,10,19,28,22,2,2,6,7,12,8,4,2,4,12,16,14
16,31,20,4,5,11,22,36,17,3,2,5,14,17,11,1,3,6,8,19,6
17,20,20,4,5,11,19,35,17,1,4,5,9,17,7,3,1,6,10,18,10
18,6,20,5,1,14,25,43,16,1,1,8,11,24,4,4,0,6,14,19,12
19,30,20,3,6,11,18,41,15,1,4,5,10,20,7,2,2,6,8,21,8
20,4,20,3,5,12,29,43,14,2,0,8,13,21,6,1,5,4,16,22,8

1,16,21,16,3,2,57,16,51,10,0,0,31,4,30,6,3,2,26,12,21
2,17,21,15,3,3,52,20,48,8,1,2,33,14,25,7,2,1,19,6,23
3,27,21,14,4,3,39,21,46,8,2,1,21,9,26,6,2,2,18,12,20
4,9,21,12,4,5,40,25,40,7,1,3,24,16,22,5,3,2,16,9,18
5,1,21,11,3,7,38,31,36,7,2,1,16,6,23,4,1,6,22,25,13
6,18,21,10,6,5,30,25,36,6,3,2,16,11,21,4,3,3,14,14,15
7,15,21,9,8,4,24,18,35,4,7,0,14,8,19,5,1,4,10,10,16
8,24,21,8,6,7,22,31,30,4,4,2,14,11,16,4,2,5,8,20,14
9,19,21,7,7,7,32,36,28,4,3,3,17,15,15,3,4,4,15,21,13
10,26,21,6,8,7,23,25,26,5,5,1,15,6,20,1,3,6,8,19,6
11,11,21,7,4,10,21,25,25,3,2,5,10,12,11,4,2,5,11,13,14
12,25,21,6,6,9,27,24,24,3,4,3,14,11,13,3,2,6,13,13,11
13,2,21,5,9,7,23,27,24,3,3,5,12,14,12,2,6,2,11,13,12
14,12,21,5,8,8,23,29,23,4,3,3,16,15,15,1,5,5,7,14,8
15,28,21,6,4,11,20,30,22,2,2,7,8,14,8,4,2,4,12,16,14
16,31,21,4,6,11,23,37,18,3,2,5,14,17,11,1,4,6,9,20,7
17,4,21,4,5,12,32,44,17,3,0,8,16,22,9,1,5,4,16,22,8
18,20,21,4,5,12,19,36,17,1,4,5,9,17,7,3,1,7,10,19,10
19,6,21,5,1,15,25,46,16,1,1,8,11,24,4,4,0,7,14,22,12
20,30,21,3,6,12,18,42,15,1,4,6,10,21,7,2,2,6,8,21,8

1,16,22,17,3,2,60,18,54,11,0,0,34,6,33,6,3,2,26,12,21
2,17,22,16,3,3,54,21,51,8,1,2,33,14,25,8,2,1,21,7,26
3,27,22,14,4,4,41,24,46,8,2,1,21,9,26,6,2,3,20,15,20
4,9,22,12,5,5,40,25,41,7,1,3,24,16,22,5,4,2,16,9,19
5,1,22,11,3,8,39,33,36,7,2,2,17,8,23,4,1,6,22,25,13
6,18,22,10,6,6,32,30,36,6,3,2,16,11,21,4,3,4,16,19,15
7,15,22,9,8,5,25,21,35,4,7,0,14,8,19,5,1,5,11,13,16
8,24,22,8,6,8,23,33,30,4,4,3,15,13,16,4,2,5,8,20,14
9,19,22,7,8,7,32,36,29,4,4,3,17,15,16,3,4,4,15,21,13
10,25,22,7,6,9,29,24,27,4,4,3,16,11,16,3,2,6,13,13,11
11,2,22,6,9,7,26,29,27,3,3,5,12,14,12,3,6,2,14,15,15
12,12,22,6,8,8,28,31,26,5,3,3,21,17,18,1,5,5,7,14,8
13,26,22,6,8,8,23,27,26,5,5,1,15,6,20,1,3,7,8,21,6
14,11,22,7,5,10,22,26,26,3,3,5,11,13,12,4,2,5,11,13,14
15,28,22,7,4,11,22,31,25,2,2,7,8,14,8,5,2,4,14,17,17
16,20,22,5,5,12,22,37,20,2,4,5,12,18,10,3,1,7,10,19,10
17,6,22,6,1,15,28,47,19,2,1,8,14,25,7,4,0,7,14,22,12
18,4,22,4,6,12,33,45,18,3,0,8,16,22,9,1,6,4,17,23,9
19,31,22,4,6,12,25,40,18,3,2,6,16,20,11,1,4,6,9,20,7
20,30,22,3,6,13,19,45,15,1,4,6,10,21,7,2,2,7,9,24,8

1,16,23,17,3,3,60,19,54,11,0,0,34,6,33,6,3,3,26,13,21
2,17,23,17,3,3,56,21,54,9,1,2,35,14,28,8,2,1,21,7,26
3,27,23,15,4,4,44,25,49,9,2,1,24,10,29,6,2,3,20,15,20
4,9,23,12,6,5,41,26,42,7,1,3,24,16,22,5,5,2,17,10,20
5,18,23,11,6,6,34,30,39,6,3,2,16,11,21,5,3,4,18,19,18
6,15,23,10,8,5,28,21,38,4,7,0,14,8,19,6,1,5,14,13,19
7,1,23,11,4,8,39,33,37,7,2,2,17,8,23,4,2,6,22,25,14
8,25,23,8,6,9,32,24,30,5,4,3,19,11,19,3,2,6,13,13,11
9,24,23,8,6,9,23,35,30,4,4,3,15,13,16,4,2,6,8,22,14
10,11,23,8,5,10,23,26,29,4,3,5,12,13,15,4,2,5,11,13,14
11,19,23,7,8,8,32,39,29,4,4,3,17,15,16,3,4,5,15,24,13
12,2,23,6,10,7,28,31,28,3,4,5,14,16,13,3,6,2,14,15,15
13,12,23,6,9,8,29,32,27,5,4,3,22,18,19,1,5,5,7,14,8
14,26,23,6,9,8,24,28,27,5,6,1,16,7,21,1,3,7,8,21,6
15,28,23,7,5,11,23,32,26,2,2,7,8,14,8,5,3,4,15,18,18
16,20,23,5,6,12,24,39,21,2,4,5,12,18,10,3,2,7,12,21,11
17,6,23,6,2,15,28,47,20,2,2,8,14,25,8,4,0,7,14,22,12
18,4,23,4,6,13,33,47,18,3,0,9,16,24,9,1,6,4,17,23,9
19,31,23,4,6,13,25,43,18,3,2,7,16,23,11,1,4,6,9,20,7
20,30,23,3,6,14,20,48,15,1,4,6,10,21,7,2,2,8,10,27,8

1,16,24,18,3,3,63,19,57,12,0,0,37,6,36,6,3,3,26,13,21
2,17,24,17,4,3,59,24,55,9,1,2,35,14,28,8,3,1,24,10,27
3,27,24,15,5,4,44,25,50,9,2,1,24,10,29,6,3,3,20,15,21
4,9,24,12,7,5,44,29,43,7,2,3,27,19,23,5,5,2,17,10,20
5,18,24,12,6,6,36,31,42,7,3,2,18,12,24,5,3,4,18,19,18
6,1,24,12,4,8,46,34,40,8,2,2,24,9,26,4,2,6,22,25,14
7,15,24,10,9,5,28,21,39,4,8,0,14,8,20,6,1,5,14,13,19
8,25,24,9,6,9,33,24,33,5,4,3,19,11,19,4,2,6,14,13,14
9,19,24,8,8,8,34,39,32,5,4,3,19,15,19,3,4,5,15,24,13
10,26,24,7,9,8,26,29,30,5,6,1,16,7,21,2,3,7,10,22,9
11,11,24,8,6,10,24,27,30,4,3,5,12,13,15,4,3,5,12,14,15
12,24,24,8,6,10,23,36,30,4,4,4,15,14,16,4,2,6,8,22,14
13,2,24,6,10,8,29,33,28,3,4,5,14,16,13,3,6,3,15,17,15
14,12,24,6,9,9,29,35,27,5,4,3,22,18,19,1,5,6,7,17,8
15,28,24,7,5,12,24,34,26,2,2,8,9,16,8,5,3,4,15,18,18
16,20,24,5,6,13,25,41,21,2,4,6,13,20,10,3,2,7,12,21,11
17,31,24,5,6,13,27,44,21,3,2,7,16,23,11,2,4,6,11,21,10
18,6,24,6,2,16,28,49,20,2,2,8,14,25,8,4,0,8,14,24,12
19,4,24,4,6,14,34,54,18,3,0,9,16,24,9,1,6,5,18,30,9
20,30,24,3,7,14,21,49,16,1,5,6,11,22,8,2,2,8,10,27,8

1,16,25,19,3,3,64,19,60,12,0,0,37,6,36,7,3,3,27,13,24
2,17,25,18,4,3,61,25,58,10,1,2,37,15,31,8,3,1,24,10,27
3,27,25,16,5,4,49,25,53,10,2,1,29,10,32,6,3,3,20,15,21
4,1,25,13,4,8,48,35,43,8,2,2,24,9,26,5,2,6,24,26,17
5,9,25,12,7,6,44,31,43,7,2,3,27,19,23,5,5,3,17,12,20
6,18,25,12,6,7,36,36,42,7,3,2,18,12,24,5,3,5,18,24,18
7,15,25,10,9,6,29,23,39,4,8,0,14,8,20,6,1,6,15,15,19
8,19,25,9,8,8,37,41,35,5,4,3,19,15,19,4,4,5,18,26,16
9,25,25,9,6,10,34,26,33,5,4,4,20,13,19,4,2,6,14,13,14
10,11,25,9,6,10,26,27,33,5,3,5,14,13,18,4,3,5,12,14,15
11,26,25,7,9,9,28,32,30,5,6,2,18,10,21,2,3,7,10,22,9
12,12,25,7,9,9,31,36,30,6,4,3,24,19,22,1,5,6,7,17,8
13,24,25,8,6,11,24,38,30,4,4,4,15,14,16,4,2,7,9,24,14
14,28,25,8,5,12,29,35,29,2,2,8,9,16,8,6,3,4,20,19,21
15,2,25,6,10,9,29,34,28,3,4,6,14,17,13,3,6,3,15,17,15
16,20,25,5,6,14,27,44,21,2,4,6,13,20,10,3,2,8,14,24,11
17,4,25,5,6,14,37,56,21,4,0,9,19,26,12,1,6,5,18,30,9
18,31,25,5,6,14,28,49,21,3,2,8,17,28,11,2,4,6,11,21,10
19,6,25,6,2,17,29,51,20,2,2,9,15,27,8,4,0,8,14,24,12
20,30,25,4,7,14,23,50,19,1,5,6,11,22,8,3,2,8,12,28,11

1,16,26,20,3,3,67,19,63,13,0,0,40,6,39,7,3,3,27,13,24
2,17,26,19,4,3,63,26,61,10,1,2,37,15,31,9,3,1,26,11,30
3,27,26,16,5,5,51,30,53,10,2,1,29,10,32,6,3,4,22,20,21
4,1,26,14,4,8,53,37,46,9,2,2,29,11,29,5,2,6,24,26,17
5,9,26,13,7,6,47,31,46,8,2,3,30,19,26,5,5,3,17,12,20
6,18,26,12,7,7,38,38,43,7,4,2,20,14,25,5,3,5,18,24,18
7,15,26,11,9,6,32,23,42,5,8,0,17,8,23,6,1,6,15,15,19
8,19,26,9,8,9,38,43,35,5,4,4,20,17,19,4,4,5,18,26,16
9,25,26,9,6,11,34,30,33,5,4,4,20,13,19,4,2,7,14,17,14
10,12,26,8,9,9,32,36,33,6,4,3,24,19,22,2,5,6,8,17,11
11,11,26,9,6,11,26,30,33,5,3,5,14,13,18,4,3,6,12,17,15
12,24,26,9,6,11,26,38,33,5,4,4,17,14,19,4,2,7,9,24,14
13,28,26,9,5,12,33,35,32,3,2,8,13,16,11,6,3,4,20,19,21
14,26,26,7,9,10,28,34,30,5,6,2,18,10,21,2,3,8,10,24,9
15,2,26,6,11,9,29,34,29,3,4,6,14,17,13,3,7,3,15,17,16
16,31,26,5,7,14,30,51,22,3,2,8,17,28,11,2,5,6,13,23,11
17,20,26,5,6,15,27,45,21,2,4,7,13,21,10,3,2,8,14,24,11
18,4,26,5,6,15,37,59,21,4,0,9,19,26,12,1,6,6,18,33,9
19,6,26,6,2,18,29,54,20,2,2,9,15,27,8,4,0,9,14,27,12
20,30,26,4,8,14,23,50,20,1,6,6,11,22,9,3,2,8,12,28,11

1,16,27,21,3,3,69,19,66,14,0,0,42,6,42,7,3,3,27,13,24
2,17,27,20,4,3,66,27,64,10,1,2,37,15,31,10,3,1,29,12,33
3,27,27,16,5,6,52,33,53,10,2,2,30,13,32,6,3,4,22,20,21
4,1,27,15,4,8,55,38,49,9,2,2,29,11,29,6,2,6,26,27,20
5,9,27,13,7,7,47,32,46,8,2,3,30,19,26,5,5,4,17,13,20
6,18,27,12,8,7,39,39,44,7,5,2,21,15,26,5,3,5,18,24,18
7,15,27,11,9,7,33,25,42,5,8,1,18,10,23,6,1,6,15,15,19
8,12,27,9,9,9,37,36,36,7,4,3,29,19,25,2,5,6,8,17,11
9,24,27,10,6,11,27,38,36,6,4,4,18,14,22,4,2,7,9,24,14
10,28,27,10,5,12,34,35,35,4,2,8,14,16,14,6,3,4,20,19,21
11,19,27,9,8,10,38,44,35,5,4,4,20,17,19,4,4,6,18,27,16
12,25,27,9,7,11,35,31,34,5,4,4,20,13,19,4,3,7,15,18,15
13,11,27,9,7,11,27,31,34,5,3,5,14,13,18,4,4,6,13,18,16
14,26,27,8,9,10,30,34,33,5,6,2,18,10,21,3,3,8,12,24,12
15,2,27,6,12,9,30,35,30,3,4,6,14,17,13,3,8,3,16,18,17
16,20,27,5,7,15,28,46,22,2,5,7,14,22,11,3,2,8,14,24,11
17,4,27,5,7,15,38,60,22,4,1,9,20,27,13,1,6,6,18,33,9
18,31,27,5,7,15,30,56,22,3,2,8,17,28,11,2,5,7,13,28,11
19,6,27,6,2,19,29,56,20,2,2,9,15,27,8,4,0,10,14,29,12
20,30,27,4,8,15,23,52,20,1,6,7,11,24,9,3,2,8,12,28,11

1,17,28,21,4,3,68,27,67,11,1,2,39,15,34,10,3,1,29,12,33
2,16,28,21,3,4,69,20,66,14,0,0,42,6,42,7,3,4,27,14,24
3,27,28,16,5,7,52,34,53,10,2,2,30,13,32,6,3,5,22,21,21
4,1,28,16,4,8,57,39,52,10,2,2,31,12,32,6,2,6,26,27,20
5,9,28,14,7,7,48,32,49,9,2,3,31,19,29,5,5,4,17,13,20
6,18,28,12,8,8,40,41,44,7,5,2,21,15,26,5,3,6,19,26,18
7,15,28,11,9,8,33,26,42,5,8,1,18,10,23,6,1,7,15,16,19
8,25,28,10,7,11,36,31,37,6,4,4,21,13,22,4,3,7,15,18,15
9,11,28,10,7,11,28,31,37,6,3,5,15,13,21,4,4,6,13,18,16
10,12,28,9,9,10,37,37,36,7,4,3,29,19,25,2,5,7,8,18,11
11,26,28,9,9,10,31,34,36,6,6,2,19,10,24,3,3,8,12,24,12
12,19,28,9,9,10,39,45,36,5,5,4,21,18,20,4,4,6,18,27,16
13,24,28,10,6,12,27,39,36,6,4,4,18,14,22,4,2,8,9,25,14
14,28,28,10,5,13,34,37,35,4,2,8,14,16,14,6,3,5,20,21,21
15,2,28,7,12,9,31,35,33,4,4,6,15,17,16,3,8,3,16,18,17
16,4,28,6,7,15,40,60,25,4,1,9,20,27,13,2,6,6,20,33,12
17,6,28,7,2,19,31,57,23,3,2,9,17,28,11,4,0,10,14,29,12
18,20,28,5,7,16,29,48,22,2,5,7,14,22,11,3,2,9,15,26,11
19,31,28,5,7,16,30,58,22,3,2,9,17,30,11,2,5,7,13,28,11
20,30,28,4,9,15,24,53,21,1,6,7,11,24,9,3,3,8,13,29,12

1,17,29,22,4,3,73,27,70,11,1,2,39,15,34,11,3,1,34,12,36
2,16,29,22,3,4,71,21,69,15,0,0,44,7,45,7,3,4,27,14,24
3,1,29,17,4,8,58,39,55,10,2,2,31,12,32,7,2,6,27,27,23
4,27,29,16,6,7,53,35,54,10,3,2,31,14,33,6,3,5,22,21,21
5,9,29,14,7,8,49,34,49,9,2,3,31,19,29,5,5,5,18,15,20
6,18,29,13,8,8,41,41,47,8,5,2,22,15,29,5,3,6,19,26,18
7,15,29,11,9,9,35,29,42,5,8,1,18,10,23,6,1,8,17,19,19
8,26,29,10,9,10,34,34,39,6,6,2,19,10,24,4,3,8,15,24,15
9,25,29,10,7,12,36,33,37,6,4,4,21,13,22,4,3,8,15,20,15
10,11,29,10,7,12,28,32,37,6,3,6,15,14,21,4,4,6,13,18,16
11,24,29,10,7,12,28,40,37,6,4,4,18,14,22,4,3,8,10,26,15
12,12,29,9,9,11,37,40,36,7,4,4,29,22,25,2,5,7,8,18,11
13,28,29,10,6,13,35,38,36,4,2,8,14,16,14,6,4,5,21,22,22
14,19,29,9,9,11,39,46,36,5,5,4,21,18,20,4,4,7,18,28,16
15,2,29,7,12,10,32,37,33,4,4,7,16,19,16,3,8,3,16,18,17
16,4,29,7,7,15,42,60,28,5,1,9,22,27,16,2,6,6,20,33,12
17,6,29,8,2,19,33,58,26,3,2,9,17,28,11,5,0,10,16,30,15
18,20,29,6,7,16,32,50,25,3,5,7,17,24,14,3,2,9,15,26,11
19,30,29,4,10,15,25,54,22,1,7,7,12,25,10,3,3,8,13,29,12
20,31,29,5,7,17,30,63,22,3,2,10,17,35,11,2,5,7,13,28,11

1,17,30,23,4,3,74,27,73,12,1,2,40,15,37,11,3,1,34,12,36
2,16,30,22,4,4,72,22,70,15,0,0,44,7,45,7,4,4,28,15,25
3,1,30,18,4,8,61,39,58,11,2,2,34,12,35,7,2,6,27,27,23
4,27,30,16,7,7,53,35,55,10,3,2,31,14,33,6,4,5,22,21,22
5,9,30,14,8,8,49,34,50,9,3,3,31,19,30,5,5,5,18,15,20
6,18,30,14,8,8,44,42,50,8,5,2,22,15,29,6,3,6,22,27,21
7,15,30,11,9,10,36,31,42,5,8,2,19,12,23,6,1,8,17,19,19
8,25,30,11,7,12,39,34,40,7,4,4,24,14,25,4,3,8,15,20,15
9,11,30,11,7,12,30,32,40,6,3,6,15,14,21,5,4,6,15,18,19
10,26,30,10,9,11,34,36,39,6,6,3,19,12,24,4,3,8,15,24,15
11,19,30,10,9,11,41,47,39,6,5,4,23,19,23,4,4,7,18,28,16
12,24,30,10,8,12,29,41,38,6,5,4,19,15,23,4,3,8,10,26,15
13,12,30,9,9,12,37,41,36,7,4,4,29,22,25,2,5,8,8,19,11
14,28,30,10,6,14,36,41,36,4,2,9,15,19,14,6,4,5,21,22,22
15,2,30,7,12,11,32,40,33,4,4,7,16,19,16,3,8,4,16,21,17
16,6,30,9,2,19,35,59,29,4,2,9,19,29,14,5,0,10,16,30,15
17,4,30,7,7,16,43,62,28,5,1,9,22,27,16,2,6,7,21,35,12
18,20,30,6,7,17,33,53,25,3,5,7,17,24,14,3,2,10,16,29,11
19,30,30,5,10,15,27,55,25,1,7,7,12,25,10,4,3,8,15,30,15
20,31,30,5,7,18,31,65,22,3,2,10,17,35,11,2,5,8,14,30,11

1,17,31,24,4,3,76,27,76,12,1,2,40,15,37,12,3,1,36,12,39
2,16,31,22,5,4,75,25,71,15,1,0,47,10,46,7,4,4,28,15,25
3,1,31,18,4,9,62,41,58,11,2,2,34,12,35,7,2,7,28,29,23
4,27,31,17,7,7,56,36,58,11,3,2,34,15,36,6,4,5,22,21,22
5,9,31,15,8,8,53,36,53,9,3,3,31,19,30,6,5,5,22,17,23
6,18,31,15,8,8,46,42,53,9,5,2,24,15,32,6,3,6,22,27,21
7,11,31,12,7,12,32,32,43,7,3,6,17,14,24,5,4,6,15,18,19
8,15,31,11,9,11,36,33,42,5,8,2,19,12,23,6,1,9,17,21,19
9,25,31,11,8,12,42,37,41,7,4,4,24,14,25,4,4,8,18,23,16
10,12,31,10,9,12,39,42,39,8,4,4,31,23,28,2,5,8,8,19,11
11,26,31,10,9,12,35,39,39,6,6,3,19,12,24,4,3,9,16,27,15
12,19,31,10,9,12,42,49,39,6,5,4,23,19,23,4,4,8,19,30,16
13,24,31,10,8,13,29,43,38,6,5,4,19,15,23,4,3,9,10,28,15
14,28,31,10,6,15,36,43,36,4,2,9,15,19,14,6,4,6,21,24,22
15,2,31,7,12,12,34,44,33,4,4,8,18,23,16,3,8,4,16,21,17
16,6,31,10,2,19,38,61,32,4,2,9,19,29,14,6,0,10,19,32,18
17,20,31,7,7,17,35,54,28,4,5,7,19,25,17,3,2,10,16,29,11
18,4,31,7,7,17,43,64,28,5,1,10,22,29,16,2,6,7,21,35,12
19,30,31,6,10,15,29,55,28,2,7,7,14,25,13,4,3,8,15,30,15
20,31,31,5,7,19,33,68,22,3,2,11,19,38,11,2,5,8,14,30,11

1,17,32,25,4,3,78,27,79,13,1,2,42,15,40,12,3,1,36,12,39
2,16,32,22,5,5,75,26,71,15,1,0,47,10,46,7,4,5,28,16,25
3,1,32,19,4,9,63,41,61,12,2,2,35,12,38,7,2,7,28,29,23
4,27,32,17,8,7,56,36,59,11,3,2,34,15,36,6,5,5,22,21,23
5,9,32,16,8,8,55,37,56,10,3,3,33,20,33,6,5,5,22,17,23
6,18,32,16,8,8,48,42,56,9,5,2,24,15,32,7,3,6,24,27,24
7,11,32,12,8,12,34,34,44,7,3,6,17,14,24,5,5,6,17,20,20
8,15,32,11,10,11,37,34,43,5,9,2,20,13,24,6,1,9,17,21,19
9,25,32,11,9,12,42,37,42,7,5,4,24,14,26,4,4,8,18,23,16
10,12,32,11,9,12,42,42,42,8,4,4,31,23,28,3,5,8,11,19,14
11,24,32,11,8,13,31,44,41,7,5,4,21,16,26,4,3,9,10,28,15
12,19,32,10,10,12,44,51,40,6,6,4,25,21,24,4,4,8,19,30,16
13,28,32,11,6,15,39,43,39,5,2,9,18,19,17,6,4,6,21,24,22
14,26,32,10,9,13,35,41,39,6,6,4,19,14,24,4,3,9,16,27,15
15,2,32,7,13,12,35,45,34,4,4,8,18,23,16,3,9,4,17,22,18
16,6,32,10,2,20,38,64,32,4,2,10,19,32,14,6,0,10,19,32,18
17,20,32,7,7,18,35,56,28,4,5,7,19,25,17,3,2,11,16,31,11
18,4,32,7,7,18,43,67,28,5,1,10,22,29,16,2,6,8,21,38,12
19,30,32,6,10,16,30,57,28,2,7,7,14,25,13,4,3,9,16,32,15
20,31,32,5,7,20,34,70,22,3,2,11,19,38,11,2,5,9,15,32,11

1,17,33,25,4,4,78,28,79,13,1,2,42,15,40,12,3,2,36,13,39
2,16,33,23,5,5,79,26,74,16,1,0,51,10,49,7,4,5,28,16,25
3,1,33,20,4,9,66,41,64,12,2,2,35,12,38,8,2,7,31,29,26
4,27,33,17,8,8,57,38,59,11,3,3,35,17,36,6,5,5,22,21,23
5,18,33,17,8,8,50,42,59,10,5,2,26,15,35,7,3,6,24,27,24
6,9,33,16,9,8,56,38,57,10,3,3,33,20,33,6,6,5,23,18,24
7,11,33,13,8,12,38,34,47,8,3,6,21,14,27,5,5,6,17,20,20
8,15,33,12,10,11,40,36,46,5,9,2,20,13,24,7,1,9,20,23,22
9,12,33,11,10,12,43,43,43,8,5,4,32,24,29,3,5,8,11,19,14
10,19,33,11,10,12,46,52,43,6,6,4,25,21,24,5,4,8,21,31,19
11,25,33,11,9,13,42,41,42,7,5,4,24,14,26,4,4,9,18,27,16
12,24,33,11,9,13,32,45,42,7,5,4,21,16,26,4,4,9,11,29,16
13,28,33,11,6,16,39,47,39,5,2,9,18,19,17,6,4,7,21,28,22
14,26,33,10,9,14,35,44,39,6,6,4,19,14,24,4,3,10,16,30,15
15,2,33,7,14,12,36,46,35,4,5,8,19,24,17,3,9,4,17,22,18
16,6,33,10,2,21,38,66,32,4,2,10,19,32,14,6,0,11,19,34,18
17,20,33,8,7,18,38,56,31,5,5,7,22,25,20,3,2,11,16,31,11
18,30,33,7,10,16,31,57,31,3,7,7,15,25,16,4,3,9,16,32,15
19,4,33,7,7,19,45,70,28,5,1,11,24,32,16,2,6,8,21,38,12
20,31,33,5,7,21,34,73,22,3,2,12,19,41,11,2,5,9,15,32,11
