standing,team,games,wins,draws,losses,scored,missed,points,home_wins,home_draws,home_losses,home_scored,home_missed,home_points,away_wins,away_draws,away_losses,away_scored,away_missed,away_points
2,16,17,12,3,2,36,14,39,6,1,1,15,5,19,6,2,1,21,9,20
3,17,17,9,5,3,30,18,32,7,1,1,19,6,22,2,4,2,11,12,10
4,29,17,9,4,4,29,19,31,6,1,2,14,7,19,3,3,2,15,12,12
5,23,17,9,2,6,28,13,29,6,1,2,21,6,19,3,1,4,7,7,10
6,1,17,7,6,4,30,21,27,4,3,1,16,9,15,3,3,3,14,12,12
7,27,17,8,3,6,22,23,27,4,1,4,11,10,13,4,2,2,11,13,14
8,26,17,7,4,6,22,19,25,5,2,2,14,7,17,2,2,4,8,12,8
9,18,17,6,5,6,18,23,23,4,2,2,10,9,14,2,3,4,8,14,9
10,15,17,6,4,7,21,24,22,3,4,2,9,8,13,3,0,5,12,16,9
11,11,17,5,6,6,27,27,21,3,3,2,16,14,12,2,3,4,11,13,9
12,2,17,5,5,7,11,21,20,2,3,3,7,11,9,3,2,4,4,10,11
13,24,17,5,4,8,18,23,19,3,1,4,9,11,10,2,3,4,9,12,9
14,25,17,3,10,4,15,24,19,1,6,2,9,12,9,2,4,2,6,12,10
15,28,17,4,5,8,17,23,17,2,3,4,12,13,9,2,2,4,5,10,8
16,20,17,5,2,10,20,32,17,5,2,2,17,12,17,0,0,8,3,20,0
17,10,17,3,6,8,19,27,15,2,2,4,9,11,8,1,4,4,10,16,7
18,7,17,3,6,8,12,26,15,2,4,3,7,11,10,1,2,5,5,15,5
19,13,17,2,7,8,15,24,13,1,3,4,8,11,6,1,4,4,7,13,7
20,14,17,2,4,11,15,29,10,1,4,3,11,13,7,1,0,8,4,16,3

1,9,18,14,3,1,40,13,45,9,0,0,22,3,27,5,3,1,18,10,18
2,16,18,13,3,2,39,15,42,6,1,1,15,5,19,7,2,1,24,10,23
3,17,18,10,5,3,33,19,35,8,1,1,22,7,25,2,4,2,11,12,10
4,23,18,10,2,6,31,14,32,6,1,2,21,6,19,4,1,4,10,8,13
5,29,18,9,4,5,29,21,31,6,1,2,14,7,19,3,3,3,15,14,12
6,1,18,8,6,4,32,22,30,5,3,1,18,10,18,3,3,3,14,12,12
7,27,18,9,3,6,24,24,30,4,1,4,11,10,13,5,2,2,13,14,17
8,26,18,8,4,6,23,19,28,6,2,2,15,7,20,2,2,4,8,12,8
9,15,18,7,4,7,22,24,25,3,4,2,9,8,13,4,0,5,13,16,12
10,18,18,6,5,7,19,26,23,4,2,2,10,9,14,2,3,5,9,17,9
11,24,18,6,4,8,19,23,22,3,1,4,9,11,10,3,3,4,10,12,12
12,11,18,5,6,7,27,28,21,3,3,3,16,15,12,2,3,4,11,13,9
13,2,18,5,5,8,11,22,20,2,3,3,7,11,9,3,2,5,4,11,11
14,25,18,3,10,5,16,27,19,1,6,3,10,15,9,2,4,2,6,12,10
15,28,18,4,5,9,18,26,17,2,3,5,13,16,9,2,2,4,5,10,8
16,20,18,5,2,11,21,34,17,5,2,2,17,12,17,0,0,9,4,22,0
17,13,18,3,7,8,18,25,16,1,3,4,8,11,6,2,4,4,10,14,10
18,10,18,3,6,9,20,30,15,2,2,5,10,14,8,1,4,4,10,16,7
19,7,18,3,6,9,12,27,15,2,4,4,7,12,10,1,2,5,5,15,5
20,14,18,2,4,12,16,31,10,1,4,4,12,15,7,1,0,8,4,16,3

1,9,19,14,4,1,41,14,46,9,0,0,22,3,27,5,4,1,19,11,19
2,16,19,13,4,2,41,17,43,6,2,1,17,7,20,7,2,1,24,10,23
3,17,19,10,6,3,33,19,36,8,1,1,22,7,25,2,5,2,11,12,11
4,23,19,10,3,6,32,15,33,6,2,2,22,7,20,4,1,4,10,8,13
5,1,19,9,6,4,34,23,33,5,3,1,18,10,18,4,3,3,16,13,15
6,29,19,9,4,6,30,23,31,6,1,3,15,9,19,3,3,3,15,14,12
7,27,19,9,4,6,24,24,31,4,2,4,11,10,14,5,2,2,13,14,17
8,15,19,8,4,7,26,25,28,4,4,2,13,9,16,4,0,5,13,16,12
9,26,19,8,4,7,24,23,28,6,2,2,15,7,20,2,2,5,9,16,8
10,18,19,7,5,7,22,28,26,5,2,2,13,11,17,2,3,5,9,17,9
11,24,19,7,4,8,21,23,25,4,1,4,11,11,13,3,3,4,10,12,12
12,11,19,5,6,8,29,31,21,3,3,3,16,15,12,2,3,5,13,16,9
13,2,19,5,6,8,11,22,21,2,4,3,7,11,10,3,2,5,4,11,11
14,25,19,3,11,5,16,27,20,1,6,3,10,15,9,2,5,2,6,12,11
15,20,19,5,3,11,21,34,18,5,3,2,17,12,18,0,0,9,4,22,0
16,28,19,4,5,10,18,28,17,2,3,5,13,16,9,2,2,5,5,12,8
17,13,19,3,7,9,18,26,16,1,3,5,8,12,6,2,4,4,10,14,10
18,10,19,3,7,9,20,30,16,2,2,5,10,14,8,1,5,4,10,16,8
19,7,19,3,7,9,14,29,16,2,4,4,7,12,10,1,3,5,7,17,6
20,14,19,3,4,12,17,31,13,1,4,4,12,15,7,2,0,8,5,16,6

1,9,20,14,4,2,44,19,46,9,0,0,22,3,27,5,4,2,22,16,19
2,16,20,14,4,2,44,19,46,7,2,1,20,9,23,7,2,1,24,10,23
3,17,20,10,7,3,34,20,37,8,1,1,22,7,25,2,6,2,12,13,12
4,23,20,11,3,6,34,15,36,7,2,2,24,7,23,4,1,4,10,8,13
5,27,20,10,4,6,29,27,34,5,2,4,16,13,17,5,2,2,13,14,17
6,1,20,9,6,5,34,25,33,5,3,1,18,10,18,4,3,4,16,15,15
7,29,20,9,5,6,31,24,32,6,2,3,16,10,20,3,3,3,15,14,12
8,15,20,8,5,7,28,27,29,4,5,2,15,11,17,4,0,5,13,16,12
9,26,20,8,5,7,25,24,29,6,2,2,15,7,20,2,3,5,10,17,9
10,18,20,7,6,7,25,31,27,5,3,2,16,14,18,2,3,5,9,17,9
11,24,20,7,5,8,22,24,26,4,2,4,12,12,14,3,3,4,10,12,12
12,2,20,5,7,8,11,22,22,2,5,3,7,11,11,3,2,5,4,11,11
13,11,20,5,6,9,29,33,21,3,3,3,16,15,12,2,3,6,13,18,9
14,25,20,3,11,6,18,30,20,1,6,3,10,15,9,2,5,3,8,15,11
15,13,20,4,7,9,20,26,19,2,3,5,10,12,9,2,4,4,10,14,10
16,20,20,5,4,11,22,35,19,5,4,2,18,13,19,0,0,9,4,22,0
17,28,20,4,6,10,19,29,18,2,3,5,13,16,9,2,3,5,6,13,9
18,10,20,3,8,9,20,30,17,2,2,5,10,14,8,1,6,4,10,16,9
19,7,20,3,8,9,17,32,17,2,4,4,7,12,10,1,4,5,10,20,7
20,14,20,3,5,12,19,33,14,1,4,4,12,15,7,2,1,8,7,18,7

1,9,21,15,4,2,46,19,49,10,0,0,24,3,30,5,4,2,22,16,19
2,16,21,14,5,2,45,20,47,7,2,1,20,9,23,7,3,1,25,11,24
3,23,21,12,3,6,35,15,39,7,2,2,24,7,23,5,1,4,11,8,16
4,17,21,10,7,4,34,21,37,8,1,2,22,8,25,2,6,2,12,13,12
5,1,21,10,6,5,37,25,36,6,3,1,21,10,21,4,3,4,16,15,15
6,27,21,10,4,7,30,29,34,5,2,4,16,13,17,5,2,3,14,16,17
7,29,21,9,6,6,32,25,33,6,2,3,16,10,20,3,4,3,16,15,13
8,15,21,9,5,7,29,27,32,4,5,2,15,11,17,5,0,5,14,16,15
9,26,21,8,6,7,26,25,30,6,3,2,16,8,21,2,3,5,10,17,9
10,18,21,7,6,8,25,33,27,5,3,2,16,14,18,2,3,6,9,19,9
11,24,21,7,5,9,22,27,26,4,2,4,12,12,14,3,3,5,10,15,12
12,11,21,5,7,9,30,34,22,3,4,3,17,16,13,2,3,6,13,18,9
13,2,21,5,7,9,11,23,22,2,5,3,7,11,11,3,2,6,4,12,11
14,28,21,5,6,10,20,29,21,3,3,5,14,16,12,2,3,5,6,13,9
15,10,21,4,8,9,22,31,20,3,2,5,12,15,11,1,6,4,10,16,9
16,25,21,3,11,7,18,31,20,1,6,4,10,16,9,2,5,3,8,15,11
17,7,21,4,8,9,19,33,20,3,4,4,9,13,13,1,4,5,10,20,7
18,13,21,4,7,10,20,27,19,2,3,5,10,12,9,2,4,5,10,15,10
19,20,21,5,4,12,23,37,19,5,4,2,18,13,19,0,0,10,5,24,0
20,14,21,4,5,12,20,33,17,2,4,4,13,15,10,2,1,8,7,18,7

1,9,22,16,4,2,51,19,52,10,0,0,24,3,30,6,4,2,27,16,22
2,16,22,14,5,3,45,22,47,7,2,2,20,11,23,7,3,1,25,11,24
3,23,22,13,3,6,37,16,42,7,2,2,24,7,23,6,1,4,13,9,19
4,17,22,11,7,4,36,21,40,8,1,2,22,8,25,3,6,2,14,13,15
5,1,22,11,6,5,39,25,39,6,3,1,21,10,21,5,3,4,18,15,18
6,27,22,11,4,7,32,30,37,6,2,4,18,14,20,5,2,3,14,16,17
7,29,22,10,6,6,35,25,36,7,2,3,19,10,23,3,4,3,16,15,13
8,15,22,10,5,7,31,27,35,4,5,2,15,11,17,6,0,5,16,16,18
9,26,22,8,6,8,26,30,30,6,3,3,16,13,21,2,3,5,10,17,9
10,24,22,8,5,9,23,27,29,4,2,4,12,12,14,4,3,5,11,15,15
11,18,22,7,6,9,26,35,27,5,3,3,17,16,18,2,3,6,9,19,9
12,11,22,5,8,9,30,34,23,3,5,3,17,16,14,2,3,6,13,18,9
13,10,22,5,8,9,25,33,23,3,2,5,12,15,11,2,6,4,13,18,12
14,28,22,5,7,10,20,29,22,3,3,5,14,16,12,2,4,5,6,13,10
15,2,22,5,7,10,11,25,22,2,5,4,7,13,11,3,2,6,4,12,11
16,25,22,3,11,8,19,33,20,1,6,4,10,16,9,2,5,4,9,17,11
17,7,22,4,8,10,21,36,20,3,4,5,11,16,13,1,4,5,10,20,7
18,13,22,4,7,11,20,30,19,2,3,5,10,12,9,2,4,6,10,18,10
19,20,22,5,4,13,23,39,19,5,4,3,18,15,19,0,0,10,5,24,0
20,14,22,4,5,13,20,34,17,2,4,5,13,16,10,2,1,8,7,18,7

1,9,23,16,5,2,52,20,53,10,1,0,25,4,31,6,4,2,27,16,22
2,16,23,14,6,3,46,23,48,7,2,2,20,11,23,7,4,1,26,12,25
3,17,23,12,7,4,39,22,43,9,1,2,25,9,28,3,6,2,14,13,15
4,23,23,13,3,7,37,17,42,7,2,3,24,8,23,6,1,4,13,9,19
5,1,23,12,6,5,44,25,42,7,3,1,26,10,24,5,3,4,18,15,18
6,27,23,12,4,7,35,30,40,6,2,4,18,14,20,6,2,3,17,16,20
7,15,23,11,5,7,33,27,38,5,5,2,17,11,20,6,0,5,16,16,18
8,29,23,10,6,7,35,27,36,7,2,3,19,10,23,3,4,4,16,17,13
9,26,23,9,6,8,27,30,33,6,3,3,16,13,21,3,3,5,11,17,12
10,24,23,9,5,9,26,28,32,5,2,4,15,13,17,4,3,5,11,15,15
11,18,23,8,6,9,29,35,30,5,3,3,17,16,18,3,3,6,12,19,12
12,11,23,6,8,9,31,34,26,3,5,3,17,16,14,3,3,6,14,18,12
13,10,23,5,8,10,25,34,23,3,2,6,12,16,11,2,6,4,13,18,12
14,25,23,4,11,8,21,33,23,2,6,4,12,16,12,2,5,4,9,17,11
15,28,23,5,7,11,20,32,22,3,3,6,14,19,12,2,4,5,6,13,10
16,2,23,5,7,11,11,30,22,2,5,4,7,13,11,3,2,7,4,17,11
17,7,23,4,8,11,21,38,20,3,4,5,11,16,13,1,4,6,10,22,7
18,13,23,4,7,12,20,33,19,2,3,6,10,15,9,2,4,6,10,18,10
19,20,23,5,4,14,24,42,19,5,4,3,18,15,19,0,0,11,6,27,0
20,14,23,4,5,14,21,37,17,2,4,5,13,16,10,2,1,9,8,21,7

1,9,24,17,5,2,54,21,56,10,1,0,25,4,31,7,4,2,29,17,25
2,16,24,14,7,3,47,24,49,7,3,2,21,12,24,7,4,1,26,12,25
3,23,24,14,3,7,38,17,45,7,2,3,24,8,23,7,1,4,14,9,22
4,17,24,12,8,4,40,23,44,9,1,2,25,9,28,3,7,2,15,14,16
5,27,24,13,4,7,37,31,43,7,2,4,20,15,23,6,2,3,17,16,20
6,1,24,12,6,6,45,27,42,7,3,1,26,10,24,5,3,5,19,17,18
7,15,24,11,6,7,33,27,39,5,5,2,17,11,20,6,1,5,16,16,19
8,29,24,10,7,7,36,28,37,7,3,3,20,11,24,3,4,4,16,17,13
9,26,24,9,7,8,28,31,34,6,4,3,17,14,22,3,3,5,11,17,12
10,24,24,9,6,9,27,29,33,5,2,4,15,13,17,4,4,5,12,16,16
11,18,24,8,7,9,30,36,31,5,4,3,18,17,19,3,3,6,12,19,12
12,11,24,6,9,9,31,34,27,3,6,3,17,16,15,3,3,6,14,18,12
13,10,24,6,8,10,26,34,26,3,2,6,12,16,11,3,6,4,14,18,15
14,25,24,4,12,8,22,34,24,2,6,4,12,16,12,2,6,4,10,18,12
15,28,24,5,8,11,22,34,23,3,3,6,14,19,12,2,5,5,8,15,11
16,2,24,5,7,12,12,32,22,2,5,5,8,15,11,3,2,7,4,17,11
17,7,24,4,9,11,23,40,21,3,5,5,13,18,14,1,4,6,10,22,7
18,13,24,4,8,12,21,34,20,2,3,6,10,15,9,2,5,6,11,19,11
19,20,24,5,4,15,24,43,19,5,4,4,18,16,19,0,0,11,6,27,0
20,14,24,4,5,15,21,38,17,2,4,6,13,17,10,2,1,9,8,21,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
13,10,25,6,9,10,27,35,27,3,3,6,13,17,12,3,6,4,14,18,15
14,28,25,6,8,11,24,34,26,4,3,6,16,19,15,2,5,5,8,15,11
15,25,25,4,12,9,22,36,24,2,6,5,12,18,12,2,6,4,10,18,12
16,13,25,5,8,12,23,34,23,3,3,6,12,15,12,2,5,6,11,19,11
17,20,25,6,4,15,26,43,22,5,4,4,18,16,19,1,0,11,8,27,3
18,2,25,5,7,13,12,34,22,2,5,5,8,15,11,3,2,8,4,19,11
19,7,25,4,9,12,24,43,21,3,5,5,13,18,14,1,4,7,11,25,7
20,14,25,4,5,16,22,40,17,2,4,6,13,17,10,2,1,10,9,23,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
13,10,25,6,9,10,27,35,27,3,3,6,13,17,12,3,6,4,14,18,15
14,28,25,6,8,11,24,34,26,4,3,6,16,19,15,2,5,5,8,15,11
15,25,25,4,12,9,22,36,24,2,6,5,12,18,12,2,6,4,10,18,12
16,13,25,5,8,12,23,34,23,3,3,6,12,15,12,2,5,6,11,19,11
17,20,25,6,4,15,26,43,22,5,4,4,18,16,19,1,0,11,8,27,3
18,2,25,5,7,13,12,34,22,2,5,5,8,15,11,3,2,8,4,19,11
19,7,25,4,9,12,24,43,21,3,5,5,13,18,14,1,4,7,11,25,7
20,14,25,4,5,16,22,40,17,2,4,6,13,17,10,2,1,10,9,23,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
13,10,25,6,9,10,27,35,27,3,3,6,13,17,12,3,6,4,14,18,15
14,28,25,6,8,11,24,34,26,4,3,6,16,19,15,2,5,5,8,15,11
15,25,25,4,12,9,22,36,24,2,6,5,12,18,12,2,6,4,10,18,12
16,13,25,5,8,12,23,34,23,3,3,6,12,15,12,2,5,6,11,19,11
17,20,25,6,4,15,26,43,22,5,4,4,18,16,19,1,0,11,8,27,3
18,2,25,5,7,13,12,34,22,2,5,5,8,15,11,3,2,8,4,19,11
19,7,25,4,9,12,24,43,21,3,5,5,13,18,14,1,4,7,11,25,7
20,14,25,4,5,16,22,40,17,2,4,6,13,17,10,2,1,10,9,23,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
13,10,25,6,9,10,27,35,27,3,3,6,13,17,12,3,6,4,14,18,15
14,28,25,6,8,11,24,34,26,4,3,6,16,19,15,2,5,5,8,15,11
15,25,25,4,12,9,22,36,24,2,6,5,12,18,12,2,6,4,10,18,12
16,13,25,5,8,12,23,34,23,3,3,6,12,15,12,2,5,6,11,19,11
17,20,25,6,4,15,26,43,22,5,4,4,18,16,19,1,0,11,8,27,3
18,2,25,5,7,13,12,34,22,2,5,5,8,15,11,3,2,8,4,19,11
19,7,25,4,9,12,24,43,21,3,5,5,13,18,14,1,4,7,11,25,7
20,14,25,4,5,16,22,40,17,2,4,6,13,17,10,2,1,10,9,23,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
13,10,25,6,9,10,27,35,27,3,3,6,13,17,12,3,6,4,14,18,15
14,28,25,6,8,11,24,34,26,4,3,6,16,19,15,2,5,5,8,15,11
15,25,25,4,12,9,22,36,24,2,6,5,12,18,12,2,6,4,10,18,12
16,13,25,5,8,12,23,34,23,3,3,6,12,15,12,2,5,6,11,19,11
17,20,25,6,4,15,26,43,22,5,4,4,18,16,19,1,0,11,8,27,3
18,2,25,5,7,13,12,34,22,2,5,5,8,15,11,3,2,8,4,19,11
19,7,25,4,9,12,24,43,21,3,5,5,13,18,14,1,4,7,11,25,7
20,14,25,4,5,16,22,40,17,2,4,6,13,17,10,2,1,10,9,23,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
13,10,25,6,9,10,27,35,27,3,3,6,13,17,12,3,6,4,14,18,15
14,28,25,6,8,11,24,34,26,4,3,6,16,19,15,2,5,5,8,15,11
15,25,25,4,12,9,22,36,24,2,6,5,12,18,12,2,6,4,10,18,12
16,13,25,5,8,12,23,34,23,3,3,6,12,15,12,2,5,6,11,19,11
17,20,25,6,4,15,26,43,22,5,4,4,18,16,19,1,0,11,8,27,3
18,2,25,5,7,13,12,34,22,2,5,5,8,15,11,3,2,8,4,19,11
19,7,25,4,9,12,24,43,21,3,5,5,13,18,14,1,4,7,11,25,7
20,14,25,4,5,16,22,40,17,2,4,6,13,17,10,2,1,10,9,23,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
13,10,25,6,9,10,27,35,27,3,3,6,13,17,12,3,6,4,14,18,15
14,28,25,6,8,11,24,34,26,4,3,6,16,19,15,2,5,5,8,15,11
15,25,25,4,12,9,22,36,24,2,6,5,12,18,12,2,6,4,10,18,12
16,13,25,5,8,12,23,34,23,3,3,6,12,15,12,2,5,6,11,19,11
17,20,25,6,4,15,26,43,22,5,4,4,18,16,19,1,0,11,8,27,3
18,2,25,5,7,13,12,34,22,2,5,5,8,15,11,3,2,8,4,19,11
19,7,25,4,9,12,24,43,21,3,5,5,13,18,14,1,4,7,11,25,7
20,14,25,4,5,16,22,40,17,2,4,6,13,17,10,2,1,10,9,23,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
13,10,25,6,9,10,27,35,27,3,3,6,13,17,12,3,6,4,14,18,15
14,28,25,6,8,11,24,34,26,4,3,6,16,19,15,2,5,5,8,15,11
15,25,25,4,12,9,22,36,24,2,6,5,12,18,12,2,6,4,10,18,12
16,13,25,5,8,12,23,34,23,3,3,6,12,15,12,2,5,6,11,19,11
17,20,25,6,4,15,26,43,22,5,4,4,18,16,19,1,0,11,8,27,3
18,2,25,5,7,13,12,34,22,2,5,5,8,15,11,3,2,8,4,19,11
19,7,25,4,9,12,24,43,21,3,5,5,13,18,14,1,4,7,11,25,7
20,14,25,4,5,16,22,40,17,2,4,6,13,17,10,2,1,10,9,23,7

1,9,25,18,5,2,55,21,59,11,1,0,26,4,34,7,4,2,29,17,25
2,16,25,15,7,3,51,25,52,7,3,2,21,12,24,8,4,1,30,13,28
3,17,25,13,8,4,43,24,47,10,1,2,28,10,31,3,7,2,15,14,16
4,23,25,14,4,7,38,17,46,7,3,3,24,8,24,7,1,4,14,9,22
5,1,25,13,6,6,47,28,45,8,3,1,28,11,27,5,3,5,19,17,18
6,27,25,13,4,8,39,34,43,7,2,4,20,15,23,6,2,4,19,19,20
7,15,25,12,6,7,36,29,42,6,5,2,20,13,23,6,1,5,16,16,19
8,29,25,10,8,7,36,28,38,7,3,3,20,11,24,3,5,4,16,17,14
9,26,25,9,7,9,28,33,34,6,4,3,17,14,22,3,3,6,11,19,12
10,24,25,9,6,10,28,33,33,5,2,5,16,17,17,4,4,5,12,16,16
11,18,25,8,8,9,31,37,32,5,4,3,18,17,19,3,4,6,13,20,13
12,11,25,6,9,10,31,35,27,3,6,3,17,16,15,3,3,7,14,19,12
