match_day, standing,team,games,wins,draws,losses,scored,missed,points,home_wins,home_draws,home_losses,home_scored,home_missed,home_points,away_wins,away_draws,away_losses,away_scored,away_missed,away_points
1,1,1,16,1,1,1,1,1,0,1,0,1,4,0,1,3,1,1,1,0,1,0,1,4,0,1,3,1,0,1,0,1,0,1,0,0,1,0
1,2,1,17,1,1,1,1,1,0,1,0,1,4,1,1,3,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,4,1,1,3
1,3,1,2,1,1,1,1,1,0,1,0,1,3,1,1,3,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,3,1,1,3
1,4,1,9,1,1,1,1,1,0,1,0,1,2,0,1,3,1,1,1,0,1,0,1,2,0,1,3,1,0,1,0,1,0,1,0,0,1,0
1,5,1,29,1,1,1,1,1,0,1,0,1,2,0,1,3,1,1,1,0,1,0,1,2,0,1,3,1,0,1,0,1,0,1,0,0,1,0
1,6,1,23,1,1,1,1,1,0,1,0,1,1,0,1,3,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,3
1,7,1,27,1,1,1,1,1,0,1,0,1,1,0,1,3,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,3
1,8,1,15,1,1,1,1,1,0,1,0,1,1,0,1,3,1,1,1,0,1,0,1,1,0,1,3,1,0,1,0,1,0,1,0,0,1,0
1,9,1,12,1,1,1,1,1,0,1,0,1,1,0,1,3,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,3
1,10,1,19,1,1,1,0,1,1,1,0,1,2,2,1,1,1,0,1,1,1,0,1,2,2,1,1,1,0,1,0,1,0,1,0,0,1,0
1,11,1,11,1,1,1,0,1,1,1,0,1,2,2,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,2,2,1,1
1,12,1,28,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
1,13,1,24,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0
1,14,1,10,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
1,15,1,25,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
1,16,1,1,1,1,1,0,1,0,1,1,1,1,3,1,0,1,0,1,0,1,1,1,1,3,1,0,1,0,1,0,1,0,1,0,0,1,0
1,17,1,13,1,1,1,0,1,0,1,1,1,0,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,2,1,0
1,18,1,8,1,1,1,0,1,0,1,1,1,0,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,2,1,0
1,19,1,26,1,1,1,0,1,0,1,1,1,1,4,1,0,1,0,1,0,1,1,1,1,4,1,0,1,0,1,0,1,0,1,0,0,1,0
1,20,1,18,1,1,1,0,1,0,1,1,1,0,4,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,4,1,0

2,1,2,15,2,2,2,2,2,0,2,0,2,2,0,2,6,2,1,2,0,2,0,2,1,0,2,3,2,1,2,0,2,0,2,1,0,2,3
2,2,2,27,2,2,2,2,2,0,2,0,2,2,0,2,6,2,1,2,0,2,0,2,1,0,2,3,2,1,2,0,2,0,2,1,0,2,3
