,result,t1_avg_away_pts_tot,t1_avg_home_pts_tot,t1_avg_pts_mu,t1_avg_pts_tot,t1_avg_recv_tot,t1_avg_scrd_mu,t1_avg_scrd_tot,t1_standing,t2_avg_away_pts_tot,t2_avg_home_pts_tot,t2_avg_pts_mu,t2_avg_pts_tot,t2_avg_recv_tot,t2_avg_scrd_mu,t2_avg_scrd_tot,t2_standing
117,1.0,0.3714285714285715,0.7387755102040817,1.5000000000000002,1.1102040816326533,1.7265306122448978,1.7000000000000002,1.0816326530612246,18.0,0.4244897959183674,0.6204081632653061,1.5000000000000002,1.0448979591836736,1.4,1.3000000000000003,1.0,20.0
118,0.0,0.436734693877551,0.9918367346938776,,1.4285714285714286,1.2979591836734694,,1.4979591836734696,4.0,0.0,0.30612244897959184,,0.30612244897959184,0.4489795918367347,,0.24489795918367346,12.0
119,1.0,0.5346938775510205,0.873469387755102,0.7000000000000001,1.4081632653061225,1.3306122448979592,1.0,1.4326530612244899,5.0,0.363265306122449,0.7306122448979592,1.9000000000000004,1.0938775510204082,1.469387755102041,1.3,1.1102040816326533,8.0
120,1.0,0.28,0.76,0.5,1.04,1.18,1.5000000000000002,0.8480000000000001,11.0,0.41600000000000004,0.6080000000000001,2.0,1.024,1.432,2.0,1.0,20.0
121,1.0,0.524,0.9159999999999999,0.8,1.44,1.304,0.5,1.444,4.0,0.42,0.74,1.7000000000000002,1.16,1.364,0.5,0.94,13.0
122,2.0,0.40399999999999997,0.62,0.8,1.024,1.624,1.0,1.1400000000000001,16.0,0.36400000000000005,0.784,1.4,1.1480000000000001,1.712,1.4000000000000001,1.12,14.0
123,1.0,0.96,1.328,2.2,2.2880000000000003,0.7120000000000001,1.1,1.868,3.0,0.82,0.8079999999999999,0.4,1.6280000000000001,1.064,0.5,1.44,9.0
124,1.0,0.152,0.368,0.5,0.38,0.528,0.5,0.38400000000000006,15.0,0.456,0.8959999999999999,2.0,1.352,1.064,1.5000000000000002,1.116,8.0
125,0.0,0.02,0.3,,0.32,0.5,,0.3,12.0,0.78,0.872,,1.652,1.2120000000000002,,1.548,5.0
126,1.0,1.112,1.1560000000000001,,2.2680000000000002,0.6480000000000001,,1.9280000000000002,1.0,0.1,0.1,,0.2,0.44,,0.24,19.0
127,0.0,0.35600000000000004,0.42400000000000004,1.5000000000000002,0.78,1.524,0.5,0.8240000000000001,17.0,0.536,0.676,1.5000000000000002,1.2120000000000002,1.32,1.0,1.16,18.0
128,1.0,0.35600000000000004,0.716,0.8,1.072,1.48,0.6000000000000001,1.088,10.0,0.8880000000000001,1.1560000000000001,1.4,2.044,1.036,0.8,2.184,2.0
129,0.0,0.9440000000000001,1.1159999999999999,2.0,2.06,0.904,1.7000000000000002,2.04,7.0,0.428,0.992,0.5,1.42,1.3319999999999999,1.2000000000000002,1.528,6.0
130,2.0,0.8705882352941178,1.1333333333333335,1.5000000000000002,2.003921568627451,1.035294117647059,1.4000000000000001,2.1411764705882352,2.0,1.0901960784313727,1.192156862745098,1.5000000000000002,2.282352941176471,0.6352941176470589,2.2,1.9686274509803923,1.0
131,2.0,0.803921568627451,0.792156862745098,0.4,1.5960784313725491,1.1019607843137256,0.5,1.411764705882353,11.0,0.9254901960784314,1.1137254901960785,2.2,2.0392156862745097,0.9254901960784314,1.5,2.0392156862745097,7.0
132,2.0,0.09803921568627451,0.09803921568627451,,0.19607843137254902,0.5098039215686274,,0.23529411764705882,19.0,0.14901960784313725,0.41960784313725485,,0.43137254901960786,0.5176470588235293,,0.39607843137254906,14.0
133,0.0,0.7843137254901961,0.8549019607843138,1.6,1.6392156862745098,1.207843137254902,1.8,1.5372549019607844,5.0,0.5137254901960785,0.9568627450980391,1.3000000000000003,1.4705882352941178,1.2980392156862746,1.7000000000000002,1.5921568627450982,4.0
134,0.0,0.415686274509804,0.7686274509803922,1.5000000000000002,1.184313725490196,1.6784313725490194,1.5000000000000002,1.1372549019607843,13.0,0.27450980392156865,0.803921568627451,1.5000000000000002,1.0784313725490196,1.1568627450980393,0.5,0.8509803921568628,9.0
135,0.0,0.4470588235294118,0.8784313725490196,2.8000000000000003,1.3254901960784315,1.0627450980392157,2.2,1.0941176470588236,10.0,0.396078431372549,0.6078431372549019,0.1,1.003921568627451,1.6313725490196078,0.9,1.1176470588235297,18.0
136,0.0,0.4392156862745098,0.9725490196078431,2.0,1.411764705882353,1.3450980392156862,3.4999999999999996,1.5372549019607844,6.0,0.3490196078431373,0.4352941176470589,0.5,0.7843137254901961,1.5529411764705883,1.5000000000000002,0.8666666666666667,16.0
137,2.0,0.40784313725490196,0.596078431372549,0.1,1.003921568627451,1.4235294117647057,0.1,0.9803921568627451,20.0,0.9411764705882353,1.3607843137254902,2.8000000000000003,2.3019607843137257,0.6980392156862746,1.5,1.8901960784313727,3.0
138,1.0,0.5450980392156863,0.6627450980392158,,1.207843137254902,1.3529411764705883,,1.196078431372549,17.0,0.0196078431372549,0.3137254901960784,,0.3333333333333333,0.5098039215686274,,0.3137254901960784,12.0
139,1.0,0.4117647058823529,0.7254901960784313,1.9000000000000004,1.1372549019607843,1.5137254901960784,1.5,0.9411764705882353,15.0,0.3490196078431373,0.7607843137254902,0.7000000000000001,1.1098039215686275,1.4509803921568627,1.0,1.0862745098039217,8.0
140,0.0,0.7884615384615384,0.7769230769230769,2.0,1.5653846153846156,1.1192307692307693,0.7000000000000001,1.3846153846153846,12.0,0.5230769230769231,0.9384615384615385,0.5,1.4615384615384615,1.2923076923076924,0.1,1.580769230769231,4.0
141,1.0,0.43846153846153846,0.8807692307692307,0.5,1.3192307692307694,1.0615384615384615,0.2,1.0923076923076924,10.0,0.3423076923076923,0.7461538461538461,2.0,1.0884615384615386,1.4423076923076923,0.8,1.0653846153846156,8.0
142,1.0,0.43076923076923074,0.9730769230769231,0.0,1.4038461538461537,1.3384615384615384,0.4,1.526923076923077,7.0,1.126923076923077,1.1692307692307693,3.0000000000000004,2.2961538461538464,0.6230769230769232,2.4,1.9884615384615385,1.0
143,1.0,0.8538461538461539,1.1115384615384616,1.5000000000000002,1.9653846153846155,1.0730769230769233,2.5,2.1,3.0,0.28846153846153844,0.7884615384615384,1.5000000000000002,1.0769230769230769,1.1346153846153846,1.5000000000000002,0.8346153846153848,9.0
144,1.0,0.7692307692307693,0.8576923076923078,3.0000000000000004,1.626923076923077,1.203846153846154,1.0,1.526923076923077,6.0,0.36153846153846153,0.42692307692307696,0.0,0.7884615384615384,1.5423076923076924,0.0,0.8692307692307693,17.0
145,0.0,0.40769230769230774,0.7730769230769231,0.1,1.1807692307692308,1.646153846153846,0.5,1.1153846153846154,14.0,0.9653846153846154,1.0923076923076922,2.8000000000000003,2.0576923076923075,0.9076923076923078,3.1000000000000005,2.0384615384615383,5.0
146,2.0,0.5346153846153846,0.7076923076923077,0.30000000000000004,1.2423076923076926,1.3846153846153846,0.30000000000000004,1.2692307692307692,16.0,0.9807692307692307,1.3346153846153848,2.7,2.3153846153846156,0.7038461538461539,1.7000000000000002,1.9307692307692308,2.0
147,2.0,0.40384615384615385,0.7692307692307693,1.5000000000000002,1.1730769230769231,1.4846153846153847,2.0,0.9423076923076923,15.0,0.20384615384615384,0.4115384615384615,1.5000000000000002,0.4807692307692308,0.5076923076923077,1.5000000000000002,0.40769230769230774,11.0
148,1.0,0.09615384615384616,0.09615384615384616,,0.19230769230769232,0.5192307692307693,,0.23076923076923078,19.0,0.4076923076923077,0.5961538461538461,,1.0038461538461538,1.6192307692307693,,1.1153846153846154,18.0
149,1.0,0.4,0.5846153846153846,,0.9846153846153847,1.473076923076923,,0.9807692307692307,20.0,0.019230769230769232,0.3076923076923077,,0.3269230769230769,0.5961538461538461,,0.36538461538461536,13.0
150,2.0,0.9660377358490566,1.0716981132075472,1.0,2.0377358490566038,0.8905660377358491,2.2,2.0,7.0,0.8377358490566039,1.147169811320755,1.0,1.9849056603773585,1.0528301886792453,2.2,2.09811320754717,3.0
