result,t1_avg_pts_mu,t1_avg_pts_tot,t1_avg_recv_mu,t1_avg_recv_tot,t1_avg_scrd_mu,t1_avg_scrd_tot,t1_standing,t2_avg_pts_mu,t2_avg_pts_tot,t2_avg_recv_tot,t2_avg_scrd_tot,t2_standing
1,1.6,2.0294117647,0.8,0.9607843137,1,1.9901960784,3,1,1.0196078431,1.5196078431,1.0392156863,13
1,1.3333333333,1.2156862745,1.3333333333,1.3529411765,1.6666666667,1.1470588235,16,1.3333333333,0.921875,1.796875,1,18
2,0,1.0384615385,4,1.6538461538,0,0.9230769231,14,3,2.2156862745,0.7058823529,1.9019607843,1
1,0.2,1.6274509804,1.6,1.0392156863,0.4,1.4411764706,9,2.6,2.2941176471,0.6568627451,2.0588235294,2
2,0,0.9076923077,1.6666666667,1.8153846154,0,0.9846153846,18,3,1.6504854369,1.1747572816,1.5922330097,4
1,2.2,2.0097087379,0.4,0.7961165049,2,1.8155339806,7,0.4,1.2912621359,1.4660194175,1.1553398058,12
0,1.6,1.0097087379,0.6,1.5242718447,1,1.0291262136,13,1,1.2233009709,1.1941747573,1.0582524272,10
1,0.6,1.3883495146,1.2,1.2815533981,0.6,1.5436893204,5,1.8,1.640776699,1.0388349515,1.4563106796,8
2,1,1.2307692308,2.3333333333,1.3076923077,1,1,11,2,2.0388349515,0.9514563107,1.9902912621,3
1,2,1.1538461538,2,1.4,2,1.1230769231,9,1,1.067961165,1.4563106796,0.9223300971,16
1,0,0.9805825243,2,1.5533980583,1,1.0291262136,19,3,1,1.6666666667,0.8888888889,15
2,0,0.8888888889,2,2.0740740741,0,1.037037037,17,3,1.1067961165,1.3883495146,1.0485436893,20
2,2.4,2.2233009709,0.6,0.6990291262,2.6,1.9029126214,1,0.6,1.4660194175,1.3398058252,1.4660194175,6
1,2.4,2.2718446602,0.6,0.6796116505,2.4,2.0485436893,2,0.6,1.2330097087,1.3398058252,1.1650485437,14
2,1.3333333333,1.2211538462,1,1.1826923077,1,1.0480769231,10,1.3333333333,1.2121212121,1.3333333333,1,11
2,0.6,1.4807692308,2,1.3461538462,1,1.4903846154,6,2.4,1.4038461538,1.2788461538,1.5480769231,5
1,1,1.2788461538,2.3333333333,1.4711538462,1.3333333333,1.1538461538,12,2,1.1818181818,1.3787878788,1.1212121212,8
0,2,1.6634615385,0.8,1.1634615385,1.4,1.5961538462,4,0.8,1.0096153846,1.5096153846,1.0192307692,13
2,0.2,1.125,1.8,1.3846153846,0.4,1.0576923077,20,2.6,2.2019230769,0.7307692308,1.9038461538,1
1,0.4,1.0576923077,1.6,1.4519230769,1,0.9134615385,17,2.2,2.0192307692,0.7980769231,1.8173076923,7
1,1.3333333333,1.625,1.6666666667,1.0480769231,2,1.4519230769,9,1.3333333333,0.8939393939,1.8181818182,0.9696969697,19
2,0,0.9642857143,3,1.6428571429,0,0.8571428571,15,3,2.2788461538,0.6730769231,2.0576923077,2
1,1,2.0480769231,1,0.9519230769,1,2,3,1,0.8571428571,2.0714285714,1.0357142857,18
2,0.2,1.2211538462,2,1.3557692308,0.8,1.1538461538,14,2.6,1,1.5384615385,1.0288461538,16
1,2,2,1,0.8,1.6,1.8,7,0.8,1.1142857143,1.419047619,1.0476190476,20
0,0,1.0095238095,2.2,1.5047619048,0.8,1.019047619,13,3,1.4666666667,1.3428571429,1.4761904762,6
1,1.8,2.2857142857,1,0.6666666667,1.6,2.0476190476,2,1.2,1.2095238095,1.180952381,1.0380952381,10
2,1,0.8805970149,2.3333333333,1.8656716418,1,0.9701492537,19,2,2.0571428571,0.9523809524,2.0095238095,3
0,0.6666666667,1.1641791045,1.6666666667,1.3880597015,1,1.1194029851,9,1.6666666667,1.6380952381,1.0476190476,1.4857142857,8
1,1,1.019047619,0.6,1.5333333333,0.8,1.0380952381,14,1.6,1.0761904762,1.4380952381,0.9142857143,15
2,0,0.8275862069,2,2.1034482759,0,1.0344827586,18,3,0.9310344828,1.6206896552,0.8275862069,17
1,2.2,2.2095238095,0.4,0.7238095238,1.6,1.9333333333,1,0.4,1.2095238095,1.3619047619,1.1523809524,16
0,1.3333333333,1.2388059701,1.6666666667,1.3134328358,1.6666666667,1,11,1.3333333333,1.6571428571,1.1619047619,1.5904761905,5
1,1.4,1.419047619,1,1.2666666667,1.2,1.5428571429,4,1.4,1.2952380952,1.4666666667,1.1619047619,12
0,0.2,1.2830188679,2,1.4811320755,0,1.1603773585,12,2.6,2.2169811321,0.7264150943,1.9528301887,1
2,1.8,1.1981132075,1.8,1.1981132075,2.4,1.0283018868,11,0.6,1.4622641509,1.3396226415,1.4716981132,7
1,1.2,2.2924528302,1.6,0.6603773585,1.2,2.0566037736,2,1.8,2.0094339623,0.8018867925,1.820754717,6
1,2.2,2.0660377358,0.4,0.9528301887,1.4,2.0094339623,3,0.4,1.1981132075,1.3867924528,1.1509433962,17
1,2.4,1.6320754717,0.8,1.0566037736,2,1.4905660377,8,0.6,1.0377358491,1.5188679245,1.0660377358,14
1,1,1.1037735849,0.6666666667,1.4433962264,0.6666666667,1.0471698113,20,1,0.8676470588,1.8676470588,0.9705882353,19
2,2,1.2352941176,1.3333333333,1.2941176471,1.3333333333,0.9852941176,10,1,1.4339622642,1.2641509434,1.5566037736,4
1,1.3333333333,1.0094339623,1.3333333333,1.5,1.6666666667,1.0188679245,13,1.3333333333,1.1617647059,1.3970588235,1.1323529412,9
1,3,1.0660377358,1,1.4622641509,3,0.9056603774,16,0,0.8,2.1,1.0333333333,18
0,1,1.6509433962,1,1.1509433962,1,1.5754716981,5,1,1,1.6,0.8666666667,15
1,1.2,1.476635514,0.8,1.3364485981,0.8,1.476635514,6,1.2,1.0841121495,1.4485981308,0.9065420561,16
1,2.4,1.9906542056,0.2,0.8130841121,1.6,1.8130841121,7,0.6,1.0280373832,1.4953271028,1.0373831776,13
2,0,0.7741935484,3,2.064516129,2,1,18,3,1.2803738318,1.476635514,1.1588785047,12
2,0.6,1.0280373832,1.4,1.523364486,0.4,1.0560747664,14,2.4,2.2990654206,0.6635514019,2.0560747664,1
0,0.6666666667,1.1449275362,2,1.4202898551,1.3333333333,1.1304347826,9,1.6666666667,2.0747663551,0.9439252336,2.0093457944,3
1,1.4,2.2056074766,1.6,0.7289719626,1.6,1.9439252336,2,1.4,1.6448598131,1.1588785047,1.5794392523,5
1,2,0.8550724638,1,1.884057971,1,0.9855072464,19,1,1.1869158879,1.2056074766,1.0280373832,11
1,2,1.4485981308,0.8,1.261682243,1.2,1.5607476636,4,0.8,1.1214953271,1.4485981308,1.0654205607,20
2,2,1.1869158879,1,1.3925233645,1.3333333333,1.1401869159,17,1,1.2173913043,1.3043478261,0.9855072464,10
0,1,1,1,1.6129032258,1,0.9032258065,15,1,1.6448598131,1.046728972,1.4953271028,8
0,2.6,1.6388888889,0.8,1.037037037,2.2,1.4814814815,8,0.2,1.1759259259,1.3888888889,1.1296296296,17
0,1,1.1428571429,1.3333333333,1.4142857143,1.3333333333,1.1285714286,9,1,2,0.8055555556,1.8240740741,6
1,1.4,1.1759259259,0.6,1.212962963,1,1.0185185185,12,0.8,1.0740740741,1.462962963,0.8981481481,16
2,1,0.75,3,2.03125,3,0.96875,19,1,1.4907407407,1.3240740741,1.4907407407,5
1,3,2.0648148148,1,0.9444444444,4,2,3,0,1,1.5625,0.875,14
2,0.4,1.0185185185,3,1.5462962963,1,1.0462962963,15,2.2,1.6296296296,1.212962963,1.5740740741,7
0,1.2,1.1111111111,1.6,1.4537037037,1,1.0555555556,20,1.8,1.2962962963,1.462962963,1.1574074074,11
1,1.3333333333,1.2428571429,1.3333333333,1.2857142857,1.3333333333,0.9857142857,10,1.3333333333,0.8857142857,1.8571428571,1,18
1,1.4,1.0185185185,1.2,1.5092592593,0.8,1.0277777778,13,1.4,1.462962963,1.25,1.5648148148,4
2,1.4,2.3055555556,0.8,0.6574074074,1.4,2.0740740741,1,1.4,2.212962963,0.7314814815,1.9907407407,2
1,0.4,1.4495412844,2.4,1.2660550459,1.2,1.5596330275,4,2.2,2.0733944954,0.9357798165,1.9908256881,3
0,1.8,1.6422018349,1.6,1.2018348624,2.2,1.5688073394,6,0.6,1.6330275229,1.0458715596,1.4862385321,8
0,1.2,1.0642201835,1.8,1.4678899083,0.6,0.8990825688,16,1.8,1.1100917431,1.4403669725,1.0458715596,20
1,2.6,2.2201834862,0.8,0.7339449541,2.4,1.9908256881,1,0.2,1.0091743119,1.5412844037,1.0366972477,15
1,1.3333333333,1.504587156,1,1.3211009174,0.6666666667,1.5321100917,5,1.3333333333,1.1408450704,1.4084507042,1.1267605634,9
0,2,1.9908256881,0.6,0.8073394495,1.2,1.8165137615,7,0.8,1.1926605505,1.2110091743,1.0275229358,12
0,0.2,1.2935779817,1.8,1.4495412844,0.4,1.1467889908,11,2.6,2.2844036697,0.6697247706,2.0642201835,2
0,1,0.9696969697,2,1.5454545455,2,0.8484848485,14,1,1.2676056338,1.2676056338,1,10
2,0,0.8732394366,2,1.8591549296,0,0.985915493,18,3,0.7272727273,2.1515151515,0.9696969697,19
1,2,1.1743119266,1,1.3944954128,1.8,1.1376146789,17,0.8,1.0366972477,1.504587156,1.0458715596,13
1,2,1.9818181818,0.6,0.8,2,1.8,7,0.8,1.1909090909,1.3818181818,1.1363636364,17
2,1.4,1.1090909091,0.8,1.4272727273,1,1.0363636364,20,1.4,1.6363636364,1.2090909091,1.5727272727,6
1,0.2,1.0636363636,2.2,1.4545454545,0.2,0.8909090909,16,2.6,2.0545454545,0.9454545455,1.9818181818,3
1,1,1.4636363636,2,1.2636363636,1.2,1.5636363636,4,1.6,2.2272727273,0.7272727273,1.9818181818,1
0,3,1.125,0,1.4583333333,1,1.125,10,0,0.8611111111,1.8888888889,0.9861111111,19
2,1.2,1.2909090909,1.2,1.4363636364,0.8,1.1363636364,11,1.2,1.6272727273,1.0545454545,1.4909090909,8
0,0,1.1909090909,2,1.2,1,1.0181818182,12,3,0.9705882353,1.5,0.8235294118,14
2,1.3333333333,1.2638888889,1.3333333333,1.25,1.3333333333,0.9861111111,9,1.3333333333,1,1.5363636364,1.0272727273,15
1,0,1.0272727273,3,1.5,1,1.0363636364,13,3,0.7941176471,2.1176470588,1.0588235294,18
2,1.2,1.5181818182,1.6,1.3181818182,1.2,1.5636363636,5,1.8,2.2727272727,0.6636363636,2.0454545455,2
1,3,2.2072072072,0.6666666667,0.7387387387,2,1.972972973,1,0,1.2465753425,1.2602739726,0.9863013699,10
2,0,0.7714285714,4,2.1142857143,0,1.0571428571,19,3,1.990990991,0.7927927928,1.8108108108,7
1,1.8,1.6396396396,0.6,1.0630630631,1.4,1.5045045045,8,1.2,1.1891891892,1.1891891892,1.009009009,11
1,3,1.6486486486,0.6666666667,1.2072072072,2.6666666667,1.5765765766,6,0,1.1232876712,1.4383561644,1.1095890411,9
0,1.8,2.036036036,1.6,0.963963964,1.6,1.981981982,3,1.2,1.5045045045,1.3153153153,1.5495495495,5
0,1.2,1.018018018,1.6,1.5315315315,1.2,1.036036036,14,1.8,1.0990990991,1.4324324324,1.036036036,20
2,0,0.8630136986,3,1.8630136986,0.6666666667,0.9726027397,18,3,1.045045045,1.4954954955,1.045045045,13
1,1.4,1.1801801802,0.8,1.3963963964,0.8,1.1261261261,17,1.4,1.0810810811,1.4594594595,0.9099099099,15
0,0,0.9714285714,3,1.4571428571,1,0.8,16,3,1.2792792793,1.4504504505,1.1441441441,12
1,2.2,2.2792792793,0.8,0.6576576577,2,2.036036036,2,0.4,1.4774774775,1.2612612613,1.5675675676,4
1,0.2,1.2767857143,3.4,1.4464285714,0.6,1.1428571429,12,2.6,2.0267857143,0.9553571429,1.9642857143,3
0,2,1.0714285714,0.6666666667,1.4732142857,2.3333333333,0.9196428571,16,1,0.8513513514,1.8513513514,0.9594594595,18
2,0.2,1.0625,2,1.4821428571,0.6,1.0446428571,11,2.6,2.2857142857,0.6607142857,2.0446428571,2
1,0.2,1.1785714286,2,1.1964285714,1,1.0089285714,13,2.6,1.1964285714,1.4017857143,1.1428571429,17
2,1.6,2,0.6,0.7857142857,0.8,1.8303571429,7,1,2.2142857143,0.7321428571,2.0178571429,1
1,1.6,1.5,1.2,1.3035714286,1.4,1.5357142857,6,1,1.6607142857,1.1964285714,1.5714285714,5
1,3,1.0982142857,0,1.4375,1,1.0446428571,20,0,0.9722222222,1.4444444444,0.8055555556,15
0,0.3333333333,1.2297297297,2.3333333333,1.3378378378,1.3333333333,0.972972973,10,2.3333333333,1.6517857143,1.0625,1.5089285714,8
1,1.2,1.4642857143,1.4,1.2767857143,1.6,1.5625,4,1.2,1.0178571429,1.5357142857,1.0446428571,14
1,0,1.1081081081,2,1.4324324324,1,1.0945945946,9,3,0.75,2.1666666667,1.0277777778,19
1,2,2.0088495575,0.4,0.9646017699,1.2,1.9557522124,3,0.8,1.1946902655,1.203539823,1.0265486726,12
2,2,1.6460176991,1,1.2123893805,2.2,1.5663716814,6,0.8,1.2920353982,1.4424778761,1.1504424779,11
1,2,1.0088495575,0.6666666667,1.5309734513,1.6666666667,1.0353982301,14,1,1.1333333333,1.4266666667,1.1066666667,9
1,0,0.7297297297,5,2.1621621622,0,1.027027027,20,3,1.4778761062,1.2654867257,1.5575221239,4
1,2,2.2212389381,1,0.7256637168,1.4,2.017699115,1,0.8,1.0707964602,1.4778761062,0.9292035398,15
1,1.4,1.6460176991,1.2,1.0530973451,1,1.4955752212,8,1.4,1.1150442478,1.4336283186,1.0619469027,19
0,0.3333333333,0.8533333333,3.6666666667,1.8533333333,1.3333333333,0.9733333333,18,2.3333333333,1.982300885,0.796460177,1.814159292,7
1,3,2.2920353982,0,0.6548672566,2.6666666667,2.0353982301,2,0,1.2266666667,1.32,0.96,10
0,0.8,1.185840708,1.8,1.4159292035,0.6,1.1504424779,17,2,1.5132743363,1.3008849558,1.5486725664,5
1,0,0.9459459459,5,1.4864864865,2,0.8108108108,16,3,1.0530973451,1.4778761062,1.0353982301,13
1,2,2.3026315789,1,0.6842105263,1.5,2.0263157895,2,0.5,0.8947368421,1.5526315789,1.0526315789,20
0,0.5,1.9605263158,2,0.8157894737,1.5,1.8157894737,7,2,1.9342105263,1.0263157895,1.9868421053,3
1,3,2.2236842105,0,0.7368421053,2.5,2.25,1,0,0.8421052632,1.7631578947,0.9473684211,20
1,1.25,1.6578947368,0.75,1.1447368421,0.75,1.3947368421,6,1.25,1.1315789474,1.4605263158,1.1710526316,17
1,1,1.1973684211,2,1.5131578947,1.25,1.0657894737,10,1.75,1.6315789474,1.1315789474,1.5131578947,8
0,0.5,1.0526315789,1.5,1.5789473684,0.75,1.0921052632,14,2,1.3026315789,1.0526315789,1.0263157895,12
0,1.5,1.0526315789,1.5,1.4473684211,2,1.0789473684,13,1.5,1.3157894737,1.2368421053,1,9
1,1,1,1,1.4736842105,1,0.8421052632,15,1,1.2105263158,1.3552631579,0.9473684211,11
0,3,1.5921052632,0.5,1.1315789474,2,1.4736842105,4,0,1.5394736842,1.25,1.7236842105,5
1,0.75,1.5324675325,1.5,1.2337662338,1.25,1.7012987013,12,1.5,1.9480519481,0.8181818182,1.8051948052,9
0,1.5,1.2987012987,1.5,1.038961039,1.25,1.012987013,14,1.5,2.3116883117,0.6753246753,2.038961039,3
1,1.5,0.8717948718,0.5,1.5897435897,1,1.0256410256,18,1.5,1.6753246753,1.1298701299,1.4155844156,4
2,0.75,1.0519480519,3,1.6623376623,1,0.9220779221,19,2.25,2.2337662338,0.7272727273,2.2987012987,1
1,1.5,1.3076923077,1.5,1.2564102564,1.5,1.0256410256,8,1.5,1.2207792208,1.4935064935,1.0649350649,6
0,1,1.6103896104,0.5,1.1298701299,0.5,1.4935064935,16,1,1.0512820513,1.4615384615,0.8717948718,5
2,1.5,1.1948051948,1.5,1.3636363636,1.25,0.9480519481,15,1.5,1.5844155844,1.1168831169,1.4545454545,11
1,1.5,0.8205128205,2,1.8717948718,1.5,0.9230769231,20,1.5,1.0519480519,1.4545454545,1.0909090909,7
2,0,1.1168831169,2.5,1.4805194805,1,1.1558441558,17,3,1.0519480519,1.5584415584,1.0779220779,13
1,1.5,1.6538461538,2,1.1923076923,2.25,1.3974358974,12,0.75,1.6025641026,1.1282051282,1.4871794872,16
1,3,1.9230769231,0,0.8461538462,2.5,1.7820512821,17,0,0.875,1.825,0.925,13
1,0.25,1.0384615385,2.25,1.4487179487,1,1.0769230769,15,2.5,1.5512820513,1.2179487179,1.7179487179,4
0,3,1.0769230769,1,1.5512820513,2,1.1025641026,5,0,1.35,1.25,1.05,6
1,3,2.2948717949,0,0.6923076923,2.5,2.0384615385,3,0,1.1025641026,1.5,1.1538461538,19
1,3,2.2435897436,0.5,0.7179487179,3.25,2.3461538462,1,0,1.1794871795,1.3717948718,0.9487179487,18
2,1.75,1.6025641026,0.5,1.1153846154,3,1.4615384615,8,1,1.0384615385,1.7179487179,0.9102564103,20
2,0.75,1.2051282051,3.75,1.5,1,1.0641025641,10,2.25,1.9358974359,1.0128205128,2.0256410256,2
1,1.25,1.164556962,1.25,1.3797468354,1.25,0.9367088608,19,1.25,1.6708860759,1.1772151899,1.3924050633,4
0,1,1.3414634146,1.5,1.2682926829,1.5,1.0731707317,6,1,1.9367088608,0.835443038,1.7721518987,13
1,3,1.9493670886,0.75,1.0126582278,2.5,2.0253164557,2,0,1.0759493671,1.5569620253,1.1139240506,5
1,0.5,1.2911392405,1,1.0632911392,0.5,1.0379746835,14,2,1.0487804878,1.4390243902,0.8780487805,7
0,2.5,1.5316455696,1,1.2151898734,2.75,1.6962025316,9,0.25,1.1898734177,1.5063291139,1.0632911392,15
0,1.5,0.8536585366,0.5,1.8048780488,1,0.9024390244,16,1.5,1.582278481,1.1139240506,1.4430379747,11
2,0.5,1.0886075949,1.75,1.5189873418,0.75,1.1392405063,20,2,2.253164557,0.7088607595,2.3417721519,1
0,2,1.0632911392,0.75,1.6962025316,1.25,0.9113924051,17,0.5,1.0632911392,1.4303797468,1.0759493671,10
0,1,1.582278481,1.5,1.1265822785,1,1.4683544304,18,1.75,2.3037974684,0.6835443038,2.0506329114,3
2,1,1.0625,1.5,1.6875,0.75,0.9125,17,1.75,1.525,1.2125,1.6875,8
1,0.75,2.2875,2.25,0.7125,1,2.0625,3,2.25,1.925,0.825,1.75,13
0,1.25,1.0625,0.75,1.425,0.5,1.075,10,1.25,1.9625,1.0125,2.05,2
0,2.5,1.65,1,1.1875,2.75,1.3875,7,0.25,1.0625,1.5875,1.1125,12
0,2.25,1.1875,1,1.5,1.25,1.0625,15,0.75,1.3125,1.0625,1.05,5
2,1,1.575,1,1.15,1,1.4875,19,1,0.9047619048,1.5476190476,1.119047619,14
1,0,1.575,1,1.1125,0,1.4375,11,3,1.0238095238,1.4523809524,0.880952381,9
0,1.5,1.1875,1,1.375,1,0.95,18,1.5,1.075,1.5375,1.1375,20
2,1,0.9534883721,1.5,1.511627907,1.5,1.1162790698,6,1,1.1851851852,1.3703703704,0.950617284,17
2,1,1,1.5,1.488372093,1.5,0.8837209302,15,1,1.6419753086,1.1851851852,1.3827160494,8
0,0,1.0617283951,2.25,1.5802469136,0.25,1.1111111111,12,3,2.2962962963,0.7283950617,2.0740740741,3
2,3,1.950617284,0.5,1.012345679,2,2.037037037,2,0,0.9069767442,1.7674418605,0.9534883721,10
0,3,1.3023255814,1,1.2790697674,2,1.0465116279,13,0,1.049382716,1.6913580247,0.9012345679,18
0,0.75,1.3086419753,1.5,1.0617283951,0.75,1.049382716,7,2.25,1.5555555556,1.1481481481,1.4691358025,19
0,2.25,1.9012345679,0.25,0.8518518519,1.5,1.7530864198,16,0.75,1.0617283951,1.4197530864,1.0740740741,11
1,0,1.0740740741,1.75,1.5308641975,0.25,1.1358024691,20,3,1.5925925926,1.1111111111,1.4567901235,5
1,1.5,1.5432098765,1.75,1.1975308642,1.75,1.6913580247,4,1.5,2.2716049383,0.7037037037,2.3703703704,1
1,2.25,2.243902439,0.75,0.7073170732,2.5,2.3414634146,1,0.75,1.9268292683,1.0365853659,2.0365853659,3
1,2,1.5609756098,1.5,1.1829268293,2,1.6829268293,4,0.5,0.9318181818,1.5227272727,1.1136363636,10
0,0.25,1.0609756098,1.5,1.4268292683,0.75,1.0853658537,11,2.5,2.2804878049,0.743902439,2.0731707317,2
2,1,1.2954545455,1.5,1.25,1.5,1.0227272727,13,1,1.5487804878,1.1341463415,1.4512195122,20
1,1.75,1.2073170732,0.75,1.3658536585,1,0.9634146341,14,1,1.2073170732,1.487804878,1.0731707317,9
1,1.25,1.5731707317,1,1.1097560976,1,1.4390243902,8,1.25,1.6585365854,1.1829268293,1.3902439024,5
0,1,0.9545454545,0.5,1.7727272727,0.5,1,6,1,1.0609756098,1.5853658537,1.1219512195,12
0,1.75,1.0975609756,1.75,1.512195122,2.25,1.1341463415,19,1,1.3048780488,1.0487804878,1.0365853659,7
1,1.5,1.0487804878,0.5,1.6707317073,1,0.8902439024,18,1.5,0.9772727273,1.5,0.8863636364,17
0,0.5,1.1927710843,1.5,1.4819277108,1,1.0602409639,13,2,1.0602409639,1.4096385542,1.0722891566,11
1,0.25,1.5662650602,1.5,1.1204819277,0.25,1.4578313253,17,2.5,1.8674698795,0.8795180723,1.7469879518,18
0,0.75,1.6385542169,2.75,1.1927710843,0.75,1.3855421687,8,2.25,2.2530120482,0.6987951807,2.3373493976,1
1,2,1.9036144578,1,1.0481927711,2,2.0120481928,4,0.5,1.2666666667,1.2666666667,1,16
1,1.75,1.0602409639,1.25,1.578313253,1.5,1.1204819277,12,1,1.2289156627,1.3493975904,0.9638554217,7
2,1.25,1.3012048193,0.75,1.0481927711,0.5,1.0361445783,10,1.25,1.5903614458,1.1084337349,1.4457831325,5
0,3,2.265060241,0,0.734939759,4.5,2.0481927711,3,0,0.9555555556,1.7555555556,1,6
0,0.5,0.9111111111,2,1.5333333333,1.5,1.1111111111,15,2,1.0722891566,1.6506024096,0.9036144578,14
0,1.5,0.9555555556,1.5,1.5111111111,1.5,0.8666666667,19,1.5,1.0963855422,1.5060240964,1.1325301205,20
2,1.75,1.5952380952,1,1.1904761905,1.75,1.7023809524,2,1,1.9166666667,1.0476190476,2.0119047619,3
1,2.5,1.8452380952,0.5,0.8928571429,2.25,1.7261904762,19,0.25,1.1904761905,1.4642857143,1.0476190476,14
2,0,1.2142857143,3,1.3571428571,0,0.9642857143,9,3,2.25,0.75,2.0476190476,4
2,2,1.0952380952,1.5,1.5,2.5,1.130952381,20,0.5,0.9130434783,1.5434782609,1.1304347826,16
1,3,2.2380952381,0,0.6904761905,3,2.3095238095,1,0,0.9565217391,1.5,0.8695652174,18
1,0.25,1.0595238095,1.75,1.3928571429,0.75,1.0595238095,13,2.5,1.630952381,1.1785714286,1.369047619,8
1,1.5,0.9565217391,1,1.7608695652,0.5,1.0217391304,6,1.5,1.2857142857,1.0595238095,1.0357142857,12
0,1.25,1.0714285714,1,1.6547619048,0.25,0.9166666667,15,1.25,1.0833333333,1.5714285714,1.130952381,7
0,1.25,1.6071428571,1,1.1071428571,1,1.4523809524,5,1.25,1.5833333333,1.1071428571,1.4642857143,11
2,0,1.0823529412,2.5,1.5647058824,0.5,1.1294117647,8,3,1.8588235294,0.8941176471,1.7294117647,18
1,0.5,0.9574468085,1.5,1.5319148936,1,1.1489361702,9,2,1.0823529412,1.3764705882,1.0588235294,7
0,3,1.6117647059,0,1.1764705882,1,1.3529411765,10,0,1.2765957447,1.2553191489,1.0212765957,12
1,2.5,2.2588235294,1,0.7529411765,2.75,2.0470588235,3,0.25,1.6,1.1058823529,1.4470588235,5
1,2,1.9294117647,0.5,1.0352941176,1.5,2.0235294118,2,0.5,1.0823529412,1.5058823529,1.1294117647,20
2,0.25,1.1764705882,2.5,1.4705882353,0.25,1.0470588235,17,2.5,2.2470588235,0.6823529412,2.3058823529,1
1,2,1.5764705882,1,1.1058823529,1.75,1.4588235294,11,0.5,1.2,1.3647058824,0.9647058824,13
1,2,1.2705882353,0.5,1.0705882353,1.25,1.0352941176,16,0.5,1.0705882353,1.6470588235,0.9176470588,15
1,0,0.9361702128,2,1.5106382979,0,0.8510638298,19,3,1.5764705882,1.2117647059,1.6823529412,4
1,1.5,1.8720930233,1,0.8837209302,0.75,1.7209302326,13,1.5,2.2558139535,0.6860465116,2.3023255814,1
2,1.5,0.9791666667,2.5,1.75,2,1.0416666667,6,1.5,1.5581395349,1.2209302326,1.6744186047,4
2,3,1.9418604651,0.5,1.023255814,3,2.011627907,2,0,1,1.5208333333,1.2291666667,7
0,1.5,1.2708333333,1,1.2291666667,0.5,1,15,1.5,1.0697674419,1.5,1.1162790698,20
1,1.75,1.1627906977,1.25,1.476744186,1.25,1.0465116279,18,1,1.0581395349,1.6511627907,0.9069767442,17
0,1,1.2906976744,1.25,1.0581395349,0.75,1.0465116279,10,1.75,1.6046511628,1.1627906977,1.3372093023,14
1,3,2.2674418605,0,0.7441860465,2,2.0465116279,3,0,0.9791666667,1.5,0.875,19
1,1,1.0697674419,0.5,1.4186046512,0.5,1.0581395349,12,1.75,1.1860465116,1.3604651163,0.9534883721,16
1,1,1.0697674419,1.75,1.5581395349,1.25,1.1162790698,11,1.75,1.5813953488,1.1162790698,1.4302325581,5
0,2.25,1.5862068966,0.75,1.1034482759,2,1.4597701149,11,0.75,1.091954023,1.5632183908,1.1494252874,6
0,0,1.5747126437,2,1.2068965517,0.75,1.6781609195,4,3,2.275862069,0.7471264368,2.0459770115,2
1,2.5,2.2298850575,1,0.7011494253,2.25,2.275862069,1,0.25,1.2873563218,1.0574712644,1.0459770115,13
2,0,1.0408163265,2.5,1.4897959184,0.5,1.2244897959,5,3,1.183908046,1.4712643678,1.0574712644,16
0,0.5,1.0689655172,1.5,1.5057471264,1,1.1264367816,20,2,0.9591836735,1.7551020408,1.0204081633,10
0,1,1.0459770115,1.5,1.6551724138,1.25,0.908045977,18,1.75,1.8850574713,0.8735632184,1.724137931,9
2,0,0.9591836735,2.5,1.5102040816,0.5,0.8775510204,19,3,1.9195402299,1.0229885057,1.9885057471,3
0,1,1.5632183908,1.5,1.1494252874,1.25,1.4367816092,7,1.75,1.091954023,1.4022988506,1.0689655172,8
1,0.5,1.1724137931,0.5,1.367816092,0,0.9425287356,17,2,1.2653061224,1.2448979592,1.0204081633,15
2,3,2.2386363636,1.25,0.6931818182,4.5,2.2613636364,1,0,1.0909090909,1.3977272727,1.0681818182,8
2,0.5,1.5795454545,3,1.1022727273,1.25,1.4545454545,12,2,1.9318181818,1.0113636364,1.9886363636,3
1,0.75,1.1931818182,1.25,1.375,0.25,0.9659090909,16,1.5,1.875,0.875,1.7159090909,9
0,2,1.5681818182,0.5,1.1931818182,2.5,1.6590909091,4,0.5,1.24,1.28,1.04,17
0,0,1.02,1.5,1.5,0.5,1.22,5,3,1.2727272727,1.0568181818,1.0340909091,15
1,2.25,1.5568181818,0.75,1.1477272727,1.75,1.4318181818,7,0.75,1.2045454545,1.4659090909,1.0681818182,13
1,1.5,1.0454545455,2,1.6477272727,1.5,0.9090909091,18,1.5,0.96,1.76,1.04,11
2,1.5,0.94,1,1.52,1,0.86,19,1.5,1.0909090909,1.5568181818,1.1477272727,6
0,1.25,1.6136363636,1,1.1704545455,1,1.3522727273,10,1.25,2.2613636364,0.7386363636,2.0227272727,2
0,0.25,1.1123595506,2,1.3820224719,0.25,1.0898876404,6,2.5,1.5617977528,1.1123595506,1.4494382022,13
2,1.25,1.2696629213,1.5,1.0449438202,1.75,1.0224719101,16,1.25,1.5617977528,1.1797752809,1.6404494382,4
1,1.5,1.191011236,1.5,1.4943820225,1.25,1.0786516854,14,1.5,1.606741573,1.1797752809,1.3595505618,9
1,2.5,1.8539325843,0.5,0.8876404494,2.25,1.6966292135,11,0.25,1.0674157303,1.4943820225,1.1235955056,20
